8
10 22 7
89 98 32287851 811674716
7 46 628232904 628232904
24 43 949244162 983404398
53 78 612719152 780172902
37 74 250644500 250644500
78 94 66402362 80013761
20 77 654592294 793627931
15 76 197167163 457922587
43 45 644676266 653086119
67 73 765124089 782057115
42 94 985195874 993419940
83 97 141418231 374184346
14 42 451188984 891017122
3 31 310558871 956221729
9 47 931855690 969477877
14 67 523347936 941949577
11 79 310532759 388939357
56 84 886862248 937484960
27 69 153193079 439042413
66 99 738807400 738807400
10 29 475358387 688904727
32 82 229866980 229866980
13 96 639176198 654528124
4 43 690288410 802743270
13 20 210209807 210209807
28 93 595755779 595755779
46 52 119416925 387619743
58 75 402782141 594754591
64 98 381729684 783132548
53 94 463165661 790324246
38 60 113077591 113077591
33 65 960907617 966884426
27 42 300190655 955565661
52 97 665788202 932894090
38 53 6981407 851762827
59 84 651716867 980281325
9 53 381642205 774271786
12 71 233104191 475391073
18 43 187773867 665658813
12 46 153629013 153629013
15 68 617816792 617816792
17 43 733246361 785755390
65 78 819147674 844417279
69 82 33072163 603095814
45 98 377534915 994582156
25 78 247687920 986932441
37 52 187932253 851051255
31 100 89084919 442186336
32 94 703442915 703442915
25 83 723697508 723697508
13 92 156848676 443706298
13 64 79412807 127013297
32 93 589211868 589211868
71 99 412785015 596200828
6 80 981210456 983402264
50 84 766547372 815073104
7 36 375471494 564893594
19 50 718998191 856982300
10 84 906419071 983948340
20 86 410432999 410432999
63 78 202068022 389494937
47 81 780636910 979393727
23 81 433107074 561836312
52 91 868031767 925475235
55 85 150936546 822838396
10 50 961909031 970538998
49 53 284624278 830404998
39 41 599283622 886376294
47 57 831989588 904871760
30 59 637064535 839136409
24 34 578743035 924071177
12 55 393679633 723213204
32 64 885276172 885276172
5 94 306118915 306118915
11 42 766203519 901823443
34 97 906689844 963974043
14 40 145628404 458374103
49 73 815899015 815899015
2 55 681410153 924606161
6 52 336678780 478351047
3 99 353428644 765004578
39 73 963855326 971334202
12 75 167243593 710800950
22 29 418032934 477824841
64 72 760878187 917777868
82 89 816501427 821283126
13 28 315504785 341713406
21 78 121429663 121429663
37 90 522915424 768978013
71 95 575917832 790947681
27 45 366813489 532315761
30 43 54760480 900011216
22 81 138116916 511789951
34 75 728420004 791284283
13 74 53469173 262763387
23 36 312767578 327229699
29 91 943055840 943055840
53 70 75542002 166849145
21 89 446434172 446434172
24 80 632668023 632668023
46 92 316408779 647406257
70 95 371026159 706650628
97 99 736447996 736447996
1 74 661656473 661656473
43 77 953782223 997267230
18 96 284248331 284248331
75 86 733213123 734152321
51 100 668244591 668244591
33 88 729126056 989832842
18 75 168141277 168141277
1 90 809143810 913610653
48 74 174315613 639954088
22 24 822531120 822531120
8 95 935000837 946056500
16 85 239393187 239393187
20 98 179857661 727058617
50 52 903822487 903822487
23 70 552939371 831465695
3 20 705988640 724118581
7 53 444136195 471041109
16 93 144852904 971723867
72 92 426686224 837879228
18 82 897269016 958018348
30 52 146651855 600426709
31 46 72829345 89520155
24 73 969517321 970302770
56 63 661490854 661490854
7 80 628733866 764604568
11 78 327537044 906392546
24 71 452594327 608330952
12 79 717254387 717254387
37 43 787351144 787351144
5 96 258102936 258102936
32 59 409229626 627584650
5 30 149348784 372499141
14 22 289665222 700132101
37 50 693622122 743824435
92 94 913704278 943628132
10 26 441185960 714415990
73 90 593699361 850495104
45 62 69829246 950254881
13 15 594231816 812767603
14 82 592450571 893061545
83 100 555337660 832029695
95 99 426964122 426964122
42 77 4963655 466301080
10 94 924422592 924422592
56 64 520767829 945674492
67 92 663395405 919009188
49 70 320605768 584893759
52 82 900444378 991298838
55 60 544750885 971471894
13 62 311316632 736348860
41 92 489113697 844880649
55 59 26369910 781146216
24 99 154013641 154013641
19 49 923886877 963589196
28 68 211424058 875666214
6 11 893239297 997639839
3 95 722099982 896304852
40 62 112378266 684647800
44 54 46196970 962798069
15 17 828694255 828694255
8 73 59441651 392305258
8 98 773330198 915471221
6 10 20626783 247180312
3 41 189392763 830776540
33 50 722979596 722979596
12 72 393430567 893873389
38 63 67264275 67264275
51 97 925957067 925957067
48 62 38813052 38813052
17 99 37789673 332264579
28 37 657537351 657944711
77 97 950678086 998481110
19 21 689080642 689080642
3 56 828432007 828432007
61 84 454288724 717828528
13 94 750185731 930513462
33 47 833197256 969506298
74 83 198252913 636070130
25 94 209015097 787624400
20 62 91558954 91558954
59 86 313743744 745681073
28 58 544612515 544612515
88 91 560572064 657269327
7 28 644603207 644603207
500 1754 12
1 2 457198802 466481579
2 3 321218804 722361766
3 4 530691239 530691239
4 5 394269061 469182053
5 6 745064861 989573727
6 7 160774861 916788029
7 8 271295443 271295443
8 9 280375058 280375058
9 10 539287202 965330859
10 11 476185887 905218748
11 12 346112178 960165657
12 13 251209305 445325772
13 14 560044511 816941256
14 15 950881218 981355994
15 16 17825427 895556883
16 17 786538268 786538268
17 18 97452739 97452739
18 19 27313353 282031695
19 20 837907451 922189644
20 21 104811947 115347526
21 22 615653481 986288136
22 23 20403213 52655095
23 24 632817946 632817946
24 25 135912647 840872778
25 26 921735469 954427727
26 27 234175770 355914367
27 28 665579234 828323272
28 29 637263464 835074126
29 30 789597902 946371805
30 31 857368099 966419829
31 32 596692175 933856813
32 33 698987422 749716237
33 34 129630698 293775832
34 35 261347204 261347204
35 36 206700826 760653983
36 37 354946532 354946532
37 38 766240349 919227855
38 39 682454198 928071805
39 40 568913574 828231693
40 41 586491507 586491507
41 42 590907750 968425503
42 43 962233920 964661211
43 44 946652192 957299179
44 45 980320683 991368571
45 46 163571663 383575621
46 47 64475254 64475254
47 48 340106462 340106462
48 49 183306381 183306381
49 50 191724929 314673970
50 51 322058183 370072955
51 52 484149597 681837142
52 53 246475419 603825761
53 54 159037122 963032516
54 55 714319432 881023554
55 56 379456767 379456767
56 57 597790482 690883805
57 58 279419647 764084651
58 59 952574955 997995420
59 60 786588101 786588101
60 61 647595492 665486899
61 62 330640476 524194307
62 63 804312788 804312788
63 64 931077426 972360422
64 65 757470546 770325058
65 66 981331856 990916197
66 67 793802614 909157413
67 68 128600622 448979899
68 69 586953275 915081341
69 70 234285729 571250952
70 71 398262846 415214698
71 72 398155040 398155040
72 73 877671618 877671618
73 74 159844313 521964995
74 75 412663659 541542075
75 76 707541530 741553825
76 77 209519870 222638392
77 78 132419900 708961767
78 79 570486976 902469816
79 80 579397971 982039140
80 81 481221975 985999010
81 82 605614949 802165455
82 83 774998437 943868965
83 84 198936591 825944395
84 85 558068223 665295191
85 86 106245945 349064754
86 87 110634992 140172626
87 88 636773781 987024388
88 89 131221109 131221109
89 90 875143171 893814207
90 91 754566888 847377547
91 92 898025889 986153841
92 93 596322143 916042379
93 94 891426973 980503279
94 95 764430103 764430103
95 96 648781499 782152123
96 97 791691973 842405079
97 98 752154223 752154223
98 99 295383028 745308799
99 100 890291863 910292170
100 101 501776252 501776252
101 102 877561667 877561667
102 103 740059958 740059958
103 104 154876074 154876074
104 105 32582510 32582510
105 106 406165744 770263594
106 107 178236854 648681625
107 108 811314407 963163244
108 109 762093404 998108725
109 110 523013622 925533275
110 111 29576925 861480011
111 112 129834953 129834953
112 113 28821124 286965163
113 114 237310766 451940295
114 115 71384406 423431066
115 116 98490316 98490316
116 117 239821748 239821748
117 118 527554486 980777097
118 119 384326420 891536778
119 120 917102988 960094993
120 121 422071062 623906279
121 122 320484617 818257810
122 123 416453042 992619070
123 124 100001278 213685110
124 125 700207219 963159359
125 126 28812537 28812537
126 127 74986795 879256665
127 128 618935431 643277176
128 129 472537480 796046936
129 130 95993777 95993777
130 131 830426850 836873931
131 132 424919396 549466134
132 133 904839868 965555555
133 134 629788566 800458616
134 135 52871456 52871456
135 136 421636107 976315668
136 137 724207127 960122381
137 138 31292953 612935940
138 139 969514351 969514351
139 140 20707404 172213781
140 141 787391223 876413709
141 142 442528708 563638142
142 143 600701141 621518192
143 144 965826339 968195981
144 145 823602386 998199677
145 146 198221707 205417916
146 147 308848448 605759128
147 148 728742259 820866515
148 149 293329753 370896301
149 150 963274064 971071214
150 151 122090515 897995992
151 152 303370943 722333013
152 153 855769243 855769243
153 154 61365248 670213174
154 155 866238790 866238790
155 156 268793057 308140860
156 157 476138240 476138240
157 158 910600097 910600097
158 159 353825268 480051917
159 160 722729265 879042846
160 161 495636708 829933525
161 162 640595760 640595760
162 163 643342516 692606065
163 164 513403344 966354055
164 165 574777969 890867147
165 166 388345603 785825399
166 167 484758115 585401584
167 168 341972127 728259849
168 169 36401878 36401878
169 170 656979986 793216301
170 171 150847977 150847977
171 172 750798985 750798985
172 173 697364314 994317224
173 174 715046850 765620800
174 175 776072871 881489128
175 176 930468351 930468351
176 177 59739988 59739988
177 178 446002505 446002505
178 179 881882653 963642197
179 180 230518167 556614325
180 181 802610628 866000368
181 182 521683857 790147281
182 183 535133496 535133496
183 184 256429326 813432793
184 185 557812127 659101634
185 186 654660747 868751332
186 187 50093000 275189206
187 188 770295861 770295861
188 189 524767693 524767693
189 190 772514424 964548581
190 191 226523880 951591218
191 192 213907986 213907986
192 193 954791503 988864987
193 194 912626269 957815246
194 195 308403844 308403844
195 196 543701684 826719418
196 197 988961152 995038158
197 198 482543608 673043192
198 199 832367546 832367546
199 200 367066809 834547939
200 201 116676940 518278343
201 202 466600806 790482836
202 203 921404697 928678866
203 204 188160961 855534703
204 205 923488851 940999701
205 206 836615062 985072567
206 207 446660599 446660599
207 208 51826 739500403
208 209 951193534 976625771
209 210 929328920 999140074
210 211 843528476 922001688
211 212 288552242 288552242
212 213 803253595 803253595
213 214 412206021 858366641
214 215 974636512 992670800
215 216 673714067 673714067
216 217 370593042 569043151
217 218 672468974 792515721
218 219 517166969 732981284
219 220 66628033 66628033
220 221 749219379 928579910
221 222 997840752 999530910
222 223 736215679 869662369
223 224 23216786 918741884
224 225 550843863 623988116
225 226 110831390 222083149
226 227 711136958 911432789
227 228 571700144 921393479
228 229 513331654 970993366
229 230 719509779 719509779
230 231 689420772 689420772
231 232 561556857 561556857
232 233 109750597 109750597
233 234 414488910 414488910
234 235 345180657 713989567
235 236 596424704 596424704
236 237 269935037 269935037
237 238 675688880 923612544
238 239 967476412 984797176
239 240 40100753 233274379
240 241 183036516 958049965
241 242 114416475 114416475
242 243 512374701 704884127
243 244 786489953 786489953
244 245 419420828 419420828
245 246 429512240 429512240
246 247 175146962 175146962
247 248 104846654 897068306
248 249 45062827 212900804
249 250 568413608 614616252
250 251 337894997 678755416
251 252 669960486 918241447
252 253 468126349 468126349
253 254 423483204 747961118
254 255 43891467 75735037
255 256 10675774 175225450
256 257 322364045 322364045
257 258 960450361 998347384
258 259 723168697 801849167
259 260 368822237 632191550
260 261 279031139 864672936
261 262 148136408 769125728
262 263 522599180 522599180
263 264 945419427 945419427
264 265 884649011 936369128
265 266 261381370 321351027
266 267 317774922 577551340
267 268 838102021 838102021
268 269 4511190 803183128
269 270 738443085 988984013
270 271 367413345 367413345
271 272 44266359 44266359
272 273 33899451 974969139
273 274 333589348 571965796
274 275 4895044 383135207
275 276 914114900 975436146
276 277 304113426 304113426
277 278 437730754 669544876
278 279 672749912 853504105
279 280 862630862 862630862
280 281 164568174 226858207
281 282 906024376 922588810
282 283 506477076 772729870
283 284 886826867 993675346
284 285 264874489 922779245
285 286 953955905 953955905
286 287 672304300 903126412
287 288 41179713 728427920
288 289 158574105 623384460
289 290 379752713 882377723
290 291 114616211 114616211
291 292 467759723 638575242
292 293 845403463 999405633
293 294 64813972 509941843
294 295 793168042 850724938
295 296 707254873 707254873
296 297 57682038 923975325
297 298 768161568 771278947
298 299 859126292 859126292
299 300 740968693 813901199
300 301 549339083 549339083
301 302 392580710 392580710
302 303 608921402 993021796
303 304 487168888 975422212
304 305 736219772 990370561
305 306 245150752 321667628
306 307 78215417 742509171
307 308 666701882 903064925
308 309 438557994 798006782
309 310 960424678 960424678
310 311 696214468 908895009
311 312 594718273 594718273
312 313 385656603 531062005
313 314 86647153 86647153
314 315 525316457 932765209
315 316 329542182 666622963
316 317 352422384 617992481
317 318 800277031 800277031
318 319 47981421 545802398
319 320 543889093 631203040
320 321 467322417 539448262
321 322 135437123 392845622
322 323 518236494 887806956
323 324 886077746 973489602
324 325 72553234 420633188
325 326 300362695 857239424
326 327 391306043 641699312
327 328 820110375 844984748
328 329 47866840 93736203
329 330 263299467 627078812
330 331 3150954 956618433
331 332 630150011 861378710
332 333 593326509 593326509
333 334 905484010 981050781
334 335 830561318 889421769
335 336 904150184 953963790
336 337 750590547 750590547
337 338 521621366 521621366
338 339 740162831 888746859
339 340 81296941 81296941
340 341 557967285 808374738
341 342 271098022 271098022
342 343 176492111 195763595
343 344 511749061 558479000
344 345 193018943 790767189
345 346 546239218 546239218
346 347 758224342 758224342
347 348 756725673 899313481
348 349 687459901 895245802
349 350 436547783 823191538
350 351 241561572 588212906
351 352 317965703 507899328
352 353 423612452 929331021
353 354 503771539 844709210
354 355 21444259 21444259
355 356 319481590 783058164
356 357 577752119 636582364
357 358 364500460 364500460
358 359 765005579 966110133
359 360 269084867 493520854
360 361 910572327 994135642
361 362 790630010 849977980
362 363 760047729 760047729
363 364 198173614 369938529
364 365 100207121 908305185
365 366 958895091 958895091
366 367 728016941 925362551
367 368 558912513 820002445
368 369 268009660 399396802
369 370 320182192 320182192
370 371 614402999 635630736
371 372 967567738 967567738
372 373 647851225 647851225
373 374 412415243 412415243
374 375 511827239 522644820
375 376 787316788 787316788
376 377 110224439 533950145
377 378 264867479 776511431
378 379 269252257 491359651
379 380 26106057 26106057
380 381 673113872 803961442
381 382 228478071 228478071
382 383 737692526 922037047
383 384 945802935 945802935
384 385 896493953 924157317
385 386 60420379 794212671
386 387 373609554 561797592
387 388 665740864 840598686
388 389 116263575 197571137
389 390 192337982 658201489
390 391 625159340 870417841
391 392 855568399 969959565
392 393 165479179 165479179
393 394 940350714 940350714
394 395 170097685 907698751
395 396 959693576 959693576
396 397 65025741 506605382
397 398 370386492 551740270
398 399 784582836 998831608
399 400 335817063 336508210
400 401 968168935 968168935
401 402 533479051 533479051
402 403 600706258 600706258
403 404 436063360 487729161
404 405 698184283 699868738
405 406 216386890 216386890
406 407 131039718 249339854
407 408 537033936 833533258
408 409 564143600 872870132
409 410 241709976 375624863
410 411 23425804 407569465
411 412 861623701 996181926
412 413 867354145 867354145
413 414 19652553 545562207
414 415 425207705 425207705
415 416 699773762 699773762
416 417 566996582 566996582
417 418 44113237 926436043
418 419 859271871 983631529
419 420 452682106 491663948
420 421 235765620 957529780
421 422 660673474 974832271
422 423 920334979 945806535
423 424 23747630 131431343
424 425 694337738 983645176
425 426 819985537 986658391
426 427 546652700 860663929
427 428 441745845 887517909
428 429 640058979 737483569
429 430 936643022 938591391
430 431 9589338 9589338
431 432 53313983 53313983
432 433 614961541 940042552
433 434 807600882 807600882
434 435 507998202 507998202
435 436 624444275 886960125
436 437 514427985 514427985
437 438 988235234 988235234
438 439 212562540 972649650
439 440 547100998 638072289
440 441 491695255 491695255
441 442 385270590 725658091
442 443 323257908 591021662
443 444 892861390 892861390
444 445 614061044 940097989
445 446 334277514 472981004
446 447 83123464 637803489
447 448 122770014 791909451
448 449 869054270 897493054
449 450 954529301 954529301
450 451 825918340 825918340
451 452 116444521 720171909
452 453 479114326 606682688
453 454 141429771 141429771
454 455 228797458 228797458
455 456 883131804 919721467
456 457 784795874 859281827
457 458 938211430 943247757
458 459 629770257 696633641
459 460 926471466 935259327
460 461 637802872 986971095
461 462 515038480 515038480
462 463 280072465 280072465
463 464 701882004 986990907
464 465 578144113 850081225
465 466 219360400 905395348
466 467 900249239 940641335
467 468 924246559 965638521
468 469 247069402 247069402
469 470 739162391 739162391
470 471 723492424 872983003
471 472 230281969 230281969
472 473 933632638 988246841
473 474 946951544 946951544
474 475 809308232 809308232
475 476 550494012 820529405
476 477 492066950 882057381
477 478 80115093 80115093
478 479 535446052 662353162
479 480 343299081 763505907
480 481 64897560 497755285
481 482 997921910 999336813
482 483 377113697 377113697
483 484 865703739 865703739
484 485 380625385 809356451
485 486 364173627 651289864
486 487 308172922 571350778
487 488 719759971 719759971
488 489 617945194 836134819
489 490 571456578 976906805
490 491 496930493 496930493
491 492 817695918 817695918
492 493 300051311 438952456
493 494 430796918 738575712
494 495 157332293 196653397
495 496 326261091 755031243
496 497 902739726 981748655
497 498 356151668 356151668
498 499 67716714 276558112
499 500 249488860 288001315
360 435 295143254 523803686
59 466 903942250 943990904
290 337 129507684 129507684
63 318 155411634 213920633
167 463 789111447 974684337
101 167 773371910 773371910
235 398 125728606 283993625
159 292 395226323 465992330
337 469 441121132 690525670
175 453 716328230 874629859
81 299 365707070 860812272
90 252 59926903 848747122
239 472 336576710 420718909
266 443 406349947 677886713
376 464 217365809 917460473
244 285 301699828 489907080
14 368 130522537 575772181
1 459 427522796 905912765
216 276 403771137 845957292
68 98 501923032 736502373
24 223 879158417 926148710
137 204 100016170 746375502
129 420 726669921 889816909
264 346 131915456 964596201
6 91 907950430 931989484
379 434 464086613 464086613
33 215 377800981 880868746
73 138 517019124 992282468
37 347 147799744 147799744
191 330 648477186 894426201
132 144 860783241 958949248
64 242 767515299 820860815
174 348 924400305 924400305
336 461 930839205 993094065
40 169 934009081 983307175
83 336 326335643 686632441
107 257 249285234 973097407
60 496 503869856 619839277
27 319 582876809 582876809
74 272 550649848 665612776
113 139 30029169 294904538
387 412 489361264 489361264
226 453 869575958 986217563
158 190 201314335 201314335
377 407 153579333 641635494
457 475 443884761 887068815
393 445 468486092 468486092
240 320 366844309 366844309
335 445 544620919 677147293
1 465 843452038 843452038
182 325 448620102 448620102
35 90 586314482 697567361
194 430 534223983 534223983
22 441 589480030 627549111
339 391 423531873 423531873
157 382 545239 545239
170 244 647680043 722172168
193 309 361209768 361209768
27 355 714974952 781763353
271 394 212129399 646636107
118 421 696368883 696368883
87 494 513074550 972923961
9 252 30131992 992246802
258 481 508012855 669301404
7 363 229161855 229161855
239 466 965638194 979567734
132 253 664796945 664796945
328 498 484148586 484148586
186 482 92418089 266458599
136 378 875147644 904913062
89 168 114744683 250787490
236 500 293320280 674479936
202 286 121677441 121677441
99 423 780177146 937019368
361 495 825038361 970723382
168 331 862585001 955173716
64 276 560845615 560845615
90 459 546326657 705373475
58 88 526519998 647851068
338 371 868997151 885437428
438 481 914260032 914260032
270 398 244036078 530045594
70 156 362951269 362951269
186 301 455687713 748296594
39 402 20298862 695816853
146 468 406876578 703553407
115 184 534504844 534504844
335 486 280903509 854245731
186 216 297274970 513202874
346 425 944272584 988570291
246 332 204739245 774570088
211 284 147954393 900052829
182 347 813733779 951215866
104 356 905222385 908883884
154 462 376082389 376082389
215 399 280082343 640857535
209 373 271402438 271402438
37 128 201857956 201857956
64 288 878055185 958671545
1 489 379673854 761917452
20 396 573287462 873180477
11 152 858909432 905818131
116 140 884560001 960684218
15 311 571616607 834796651
13 493 999303088 999324540
22 359 693144369 788674010
133 187 661771194 936815812
255 461 555427201 710047197
32 427 683589493 786439550
80 402 518225181 901593147
6 341 212099614 224338560
9 437 429695748 584048815
190 300 264775786 264775786
146 288 266856576 450213640
117 301 330186497 624782700
148 275 203005330 703489336
37 458 718821961 927458587
325 347 834804780 982129607
160 198 570724774 570724774
100 296 723198912 770116647
408 437 654643884 688641616
428 470 538812535 583462375
63 327 133958253 880655086
406 426 183120646 183120646
85 361 948253274 951126221
41 267 10908839 632092430
188 192 301526728 301526728
108 269 935350836 966513866
384 455 413151416 843247675
64 318 667423622 876143257
45 311 54398321 233474748
62 106 261875017 261875017
301 478 374802434 522129428
60 459 426322043 613293654
165 310 117398620 618233841
160 404 560778364 798459184
93 321 885790880 988951885
34 297 862961531 999138407
16 257 398198419 781331525
131 300 802527693 843287804
51 437 795978616 930643560
268 449 73564237 73564237
254 487 406262293 460626286
23 338 294827907 456383442
125 401 184560444 541530979
82 406 917934867 922283092
64 228 811286693 902635799
211 397 619519469 854244148
16 446 687129033 902024367
348 479 839865562 839865562
374 460 112295279 448443803
169 295 532626922 866073091
196 221 862129730 970162375
18 21 932133416 967177049
115 281 993741438 994114690
109 336 53748237 587673315
9 246 469729656 869134005
97 457 414466392 414466392
243 376 552893478 552893478
280 477 221901514 221901514
211 411 437135181 437135181
306 396 709568929 871417666
20 431 82383030 82383030
48 94 401129332 578048454
65 121 276051728 853195175
87 166 505367930 505367930
88 139 729524804 742459457
68 97 168538733 845806291
130 413 676751144 676751144
149 332 527292285 679400815
90 228 71206265 71206265
251 253 402675512 508339974
402 441 44071617 446750197
48 245 7822859 719619873
12 362 480901807 785992296
475 497 196019715 918910001
108 178 7407690 39456298
208 285 456190236 833268278
237 261 259212571 958899272
155 427 835927501 958335107
219 228 800932246 952902648
181 187 967605558 979899981
199 408 504207831 718170549
457 463 759137870 759137870
216 319 191458038 508517803
128 482 506691508 650161342
34 403 705713450 895950798
161 453 940318470 979495660
59 106 762963477 830837459
428 482 920218926 920218926
394 434 102126287 612869515
168 477 840045096 840045096
184 249 470458970 916212696
13 271 186501037 419202300
48 145 509837515 582608597
113 164 30105637 208222951
219 342 375797036 395188045
470 486 13074913 13074913
57 91 637662539 637662539
293 340 916975260 937412855
61 482 446736927 446736927
1 263 733278440 891640351
164 422 713162129 844655139
140 486 407005512 728354948
236 411 124254183 506037397
203 429 568861014 868693093
335 459 734636187 734636187
214 249 118131960 891507852
374 388 817554355 964889684
150 364 668284162 785476554
112 190 720943281 720943281
72 347 650566480 796946907
143 191 113599654 978146855
204 438 988014952 994197556
50 192 441530660 939012383
104 493 752348524 752348524
56 371 214882713 997541400
123 234 324235777 504599918
240 391 497436695 724070877
328 400 953728313 996408461
213 362 945951255 964228001
245 467 500316489 555780150
4 170 392546008 476922465
272 473 94188468 716587402
324 432 668158088 730723111
142 395 401068725 439757013
100 192 457928988 679046102
255 314 642954853 642954853
97 263 160809379 862134468
365 418 743398375 967839730
30 279 647223855 936938541
17 163 892776516 892776516
8 190 543349473 962254392
4 105 379385465 518948809
416 444 490923757 726848462
396 426 250381122 806470115
484 498 744542181 744542181
97 318 677118460 841213663
165 359 712806433 790582623
80 116 213244452 762003347
176 361 594277228 957885893
115 267 840635195 901949491
317 444 35342915 35342915
244 418 547396681 750704600
204 489 211863791 258353311
76 101 962182633 983937430
232 292 307101608 928142266
11 346 739475113 799979794
79 142 972987532 983826042
206 417 481843065 494174820
161 182 398884420 816605359
132 207 426148729 520141886
