200000 29342
A 134 5235
A 34067 34068
A 134028 51923
A 2 199999
B 135780 92760
B 155143 155144
A 38481 135943
B 200000 73343
B 53122 143281
A 157620 26126
A 68054 68055
B 28609 28610
A 193187 124548
B 193926 193927
B 140777 140778
A 158029 158030
A 7257 105785
B 168669 107904
B 35886 35887
A 173254 103771
B 200000 67457
B 102158 169679
B 34125 34126
A 155406 28242
A 134226 134227
A 95861 191706
A 200000 111418
B 13792 61027
A 73025 73026
B 198748 198749
A 192606 192607
B 112286 153833
A 42858 319
A 2 200000
B 145456 94874
B 12278 38271
B 120925 120926
A 32504 32505
B 2 200000
A 75121 79969
A 160894 160895
A 198393 1548
A 103821 13296
A 182262 182263
B 132984 132985
A 189499 189500
B 15383 15384
B 101204 42466
A 25203 25204
A 45829 180775
A 74283 18730
B 151952 151953
B 148534 148535
A 200000 191845
B 72838 55325
A 152384 97696
B 141879 136509
A 1 93000
B 30644 80569
A 148544 148545
A 186338 186339
B 73457 73458
B 68078 179102
A 96274 170224
A 21253 46933
B 177172 177173
A 173205 86612
A 57500 57201
B 180157 178352
B 136713 136714
B 66886 90498
A 1 16280
B 48090 60351
B 5348 196231
B 185679 36951
A 200000 161379
B 124956 164988
B 149901 149902
A 1 104260
B 159614 169429
B 185498 183312
B 105453 105454
A 27435 37706
B 87136 87137
B 106487 183338
B 42259 131754
A 76643 86328
B 31989 31990
B 199999 200000
A 117909 32937
B 21589 21590
B 31073 130349
B 1 41500
B 58140 58141
B 200000 75949
A 95187 95188
A 123081 123082
A 187526 129919
A 200000 117609
A 2 199999
A 101308 114481
A 186057 186058
A 36467 20164
A 120199 120200
A 119182 119183
A 53603 53604
B 137515 137516
A 118794 44634
B 31050 28104
B 200000 164279
B 44951 133470
A 99244 171101
A 200000 45
B 41253 41254
A 83760 83761
B 1 154719
B 116773 102469
B 109206 109055
A 44136 44137
B 160515 160516
A 180742 180743
B 13621 130093
A 62788 152295
A 102363 102364
B 4967 6557
B 144853 144854
B 1 184418
A 97916 111114
B 128098 128099
A 137418 153089
A 197044 197045
B 54694 54695
B 193884 71126
B 136933 136934
A 1 165319
B 72120 44295
B 4618 4619
A 200000 147729
B 200000 148491
B 187013 187014
B 119849 25718
A 1 72314
B 103074 103075
A 153282 153283
A 179547 179548
B 200000 138378
A 142782 118002
B 94138 110472
A 192892 192893
A 1 145991
A 183939 183940
A 48995 48996
A 53119 53120
A 200000 170742
A 131702 131703
B 95505 95506
A 118294 50567
B 1 31513
B 200000 166506
B 116211 116212
B 52539 120191
A 1 70751
A 32290 32291
B 172328 172329
A 121825 121826
B 46068 92250
A 158649 196147
A 200000 27463
A 1 97197
A 189579 189580
B 180350 196484
A 30230 30231
B 194065 194066
B 186924 186925
B 76225 76226
B 81617 81618
B 143187 143188
A 23358 42386
A 1 35496
B 25751 149985
A 71083 71084
A 38109 45214
A 130386 144031
A 36493 52829
B 3122 3123
A 200000 197467
A 9945 9946
B 200000 5958
B 88176 148700
B 115305 115306
B 89427 89428
B 159009 159010
A 83099 83100
A 187626 97152
B 200000 2962
A 32588 1206
A 25040 25041
A 1 119116
A 194339 194340
B 8404 8405
B 144817 54219
B 74683 129926
A 146802 69254
A 61815 61816
B 157973 72182
B 49814 49815
B 153318 62717
B 1 117941
B 1 22611
B 58188 2424
A 9023 9024
B 116209 116288
A 20130 20131
A 105101 111253
B 1928 169341
B 142851 142852
B 181210 164604
A 1 48416
B 114587 123551
B 34932 140385
A 200000 90670
B 141565 89409
B 1919 14172
A 96530 80114
B 145340 145341
B 170205 170206
A 1 57666
B 164180 164181
B 66441 66442
B 200000 96391
A 180066 69927
A 1 133356
B 141309 40620
B 171411 171412
A 159366 185899
A 83863 83864
B 1 88365
A 1 33586
A 160801 105799
B 5883 5884
B 69422 186635
A 41042 78241
B 157780 184925
A 31865 31866
B 1 132616
B 11570 185670
B 5516 5517
A 51580 51581
B 200000 33142
B 1 37966
B 5561 43770
A 66699 66700
A 54555 106768
B 199793 142496
A 154677 142773
A 104259 151241
B 113941 191332
B 177354 195161
A 189159 161516
B 150478 36152
B 20370 20371
B 1 188960
B 132042 127811
B 190844 185796
A 23458 193443
B 1 76644
B 1 179666
A 19838 29910
A 150474 150475
B 55697 160640
B 186946 186947
B 151756 151757
A 200000 163719
A 29759 154305
B 198527 82841
B 49198 38756
B 81534 81535
A 74045 90184
B 51246 51247
A 86853 86854
B 117853 161895
B 50837 50838
A 143043 167536
B 171646 171647
B 871 872
B 200000 89863
B 169082 5143
B 118053 86341
A 200000 99821
B 38707 183304
B 87112 18172
B 155302 86924
A 174715 27759
A 79057 173476
A 106975 106976
A 142453 160152
A 138877 138878
A 136841 91201
B 101081 101082
A 133794 133795
A 9309 68057
A 180434 189013
A 200000 5626
A 200000 52115
A 145077 68833
A 1 32324
B 66301 7223
A 200000 46851
A 200000 108102
A 128003 128004
A 200000 69184
A 197418 197419
B 132630 30258
A 43 111436
B 79756 79757
A 1 126028
A 1 8819
B 173044 20755
A 61478 91959
B 60707 57891
B 13525 156244
B 104715 108149
B 109018 145756
A 129795 129796
B 39130 114411
A 107666 107667
A 200000 62451
B 1 73087
A 162749 85
B 1 53144
A 75126 35724
A 1 164917
B 133114 164043
A 199999 200000
B 1 42203
A 3 199999
A 50226 50686
B 1 89712
A 61274 61275
A 3 200000
A 71862 71863
A 57909 57910
B 1 55506
A 192708 192709
B 124154 87723
B 1 124798
A 151944 151945
B 200000 2005
A 47814 10971
A 186456 102641
A 200000 124939
B 158609 158610
A 19128 71641
A 163791 163792
A 56074 56075
B 145499 145500
B 70468 70469
A 200000 172292
B 74609 17200
A 200000 50459
B 178911 186012
A 1 43271
A 31779 137170
A 98620 171727
A 137834 2880
B 167355 167356
B 142969 142970
B 63523 187826
A 26595 139703
A 112 197472
A 1 138491
B 83162 124507
B 159301 159302
B 139219 193472
A 149402 109887
B 159620 13609
A 123683 85646
B 181233 61352
B 74428 18722
B 99085 158767
A 179121 40447
A 165817 165818
A 69880 69881
A 107809 25148
B 152230 176483
B 1 86898
A 195901 196834
B 85815 97917
A 43368 43369
B 55395 62943
B 11992 11993
A 189953 189338
B 191157 35969
A 2 3
A 47322 79916
B 157913 155462
B 198 199
B 164464 112438
B 115609 150937
A 1 75369
A 44493 100863
A 85019 85020
B 46796 81903
B 167800 93350
A 172687 30390
A 8200 91690
B 183201 8252
A 38357 38358
B 105801 105802
B 190097 195934
B 95556 168967
B 175955 175956
B 177469 177470
A 127419 68212
A 1 11662
B 20138 62103
B 148357 148358
A 200000 9559
A 71000 33699
B 129609 15234
A 103939 103940
A 88612 88613
B 113649 152765
A 28116 15006
B 36153 78529
B 175489 38178
A 188690 188691
A 163672 163673
B 169189 28599
B 148153 104874
B 9474 161615
A 26897 52633
B 68609 151830
A 115231 115232
B 177244 137061
B 34862 132876
B 83055 83056
A 96569 96570
A 27836 52311
A 108925 108926
B 2 3
A 168707 21541
B 24859 6871
B 164524 175525
B 1 22813
B 195915 136914
A 161469 188247
A 107444 107445
B 162914 162915
B 86704 86705
B 59321 59322
A 167263 176989
B 72622 67957
A 198515 198516
A 147663 147664
B 128060 128061
B 94024 62034
B 157085 109302
A 173401 52977
B 120966 120967
B 149322 181657
B 168811 168812
B 131164 131165
A 131569 112451
B 1 168024
A 112331 128274
A 200000 126553
A 165482 167445
B 104887 104888
A 86774 13921
B 1682 1683
A 111114 184855
A 189363 112875
A 135040 134918
B 26420 26421
A 132208 132209
A 103499 103500
B 1 112508
B 46146 46147
A 127780 31400
A 40558 90592
A 200000 17891
B 193894 90946
B 183557 183558
A 12646 12647
A 200000 28503
A 1710 1711
A 23534 23535
B 61589 61408
A 109336 109337
B 122991 122992
A 117231 147696
B 191495 191496
B 200000 127213
B 35531 37497
A 129075 65097
B 113646 113647
A 1 200000
B 144434 138961
A 111448 111449
A 54873 54874
A 92947 92948
A 183289 28711
B 200000 70007
A 21823 190106
B 1 74156
A 200000 195395
A 1 199999
B 200000 139949
B 7924 7925
A 55939 130929
B 42523 78230
A 34853 191791
A 99625 49005
A 88058 87654
B 200000 128779
A 191810 64799
B 200000 37189
A 95946 113620
B 21125 21126
A 13672 124969
A 3 200000
B 2 3
B 200000 109253
A 149230 72804
B 200000 146995
A 144969 150286
A 161717 161718
B 189439 189440
B 18798 18799
B 163191 163192
B 141005 19685
A 105057 93714
A 105124 105125
B 69036 108727
A 20630 28683
A 78655 78656
B 200000 167746
A 78874 40171
A 7724 7725
B 24411 160253
B 91198 91199
A 1 117076
B 18247 87651
B 13940 99037
B 111489 81555
B 1 28070
A 1 176478
A 130425 32688
B 152732 152733
A 112926 112927
A 122316 122317
B 69841 69842
B 149079 152769
B 98305 98306
A 170675 107676
B 170554 170555
A 122475 108995
B 2 3
A 166143 197225
B 139805 139806
B 1 16854
B 174352 174353
B 169084 57310
B 5154 5155
A 102122 107194
B 148440 9106
A 141231 141232
A 12583 79604
A 117792 11905
B 170620 170621
B 200000 5577
A 25152 25153
A 166500 166501
B 148335 92801
B 178431 178432
A 36653 36654
A 128313 161333
A 143864 164602
B 169677 40593
A 56102 56103
A 184222 172378
B 182306 123608
A 85235 85236
B 90716 90717
B 82212 82213
A 98004 98005
A 163784 199420
B 55397 55398
B 61968 61969
B 175912 175913
A 3 200000
B 179629 104209
A 43040 162217
A 12893 65255
A 49562 49563
A 200000 6421
B 200000 73803
B 38047 100446
B 200000 144588
B 1 98053
B 132228 132229
B 1 194877
B 141996 141997
A 47104 133108
B 1 114458
B 200000 176700
B 200000 20280
A 200000 50409
B 174720 174721
A 173025 173026
A 60674 10691
B 49286 49287
A 82398 82399
A 143251 143252
A 61897 72180
A 175808 175809
A 194837 194838
A 116234 57261
B 179277 104354
B 170108 170109
B 195774 195775
B 23850 23851
B 147851 59497
A 1 2350
B 85389 85390
B 80394 80395
A 38663 135882
B 3454 3455
B 155216 30403
B 119067 99329
A 54939 193318
A 4723 4724
B 67113 67114
A 200000 32370
B 143716 147164
A 200000 103431
A 119781 90199
A 48938 53869
A 3 199999
B 133473 133474
B 13683 13684
B 1385 1386
B 132237 64419
A 156243 119629
A 50172 4845
A 66506 110201
B 142187 142188
B 175792 1415
A 41623 41624
A 1 116543
A 60840 60841
B 65943 106508
B 42941 42942
A 128466 128467
B 143579 143580
A 20220 20221
A 33706 103803
A 61578 61579
A 52429 52430
A 200000 1896
A 63583 31368
B 170040 62318
A 28961 142463
B 191883 129215
A 63658 63659
B 92649 52789
A 139850 6491
B 17717 17718
A 178110 178111
A 188536 192148
B 200000 5817
B 1 155987
A 80779 94810
A 148744 67465
A 86834 146719
A 200000 99369
B 4983 4984
B 1 185088
B 135951 6643
B 161748 107753
B 104876 104877
B 63355 148480
B 80999 97793
B 85814 33555
B 142026 181171
A 20264 20265
A 86904 20899
B 139526 139527
B 195215 195216
A 194308 194910
A 200000 99779
B 1 3067
B 1 4824
A 180834 86668
A 163315 101773
A 105596 105597
A 43459 58281
A 1 154393
A 155731 155732
B 1 57041
A 157827 157828
B 122549 122550
B 155979 155980
A 1 183850
B 52977 151111
A 64461 64462
A 99623 99624
B 80181 80182
A 159350 159351
B 6911 6912
A 49899 137947
A 157885 148410
B 143294 143295
B 145944 145945
A 79561 169733
B 128571 99428
B 127664 127665
A 1 162755
A 174676 174677
B 191509 191510
A 1 47968
A 51973 51974
B 194288 194289
A 79084 79085
B 96713 67234
A 161103 99307
B 29784 136908
B 148743 122473
B 77949 190785
B 189231 112203
B 99087 49401
B 104225 29396
B 55702 145747
B 27152 182293
B 197117 97859
B 200000 179328
B 70384 70385
B 143661 169435
A 120813 85129
B 67646 67647
B 97409 97410
A 200000 149153
A 164001 164002
A 200000 23676
B 188473 188474
B 112632 112633
A 19363 53360
A 53780 167930
A 200000 78918
B 124454 124455
A 121811 17492
B 174120 125970
A 120191 55183
A 200000 190659
B 176717 176718
B 155386 16407
A 1 20864
A 1 100772
A 151081 151082
A 200000 14508
B 1 124324
A 136050 136051
B 185312 185313
A 59526 175134
A 54263 54264
B 44752 44753
A 200000 153704
A 157423 157424
B 199366 83482
B 18680 96409
A 200000 134975
A 160019 160020
A 200000 79993
B 46019 46020
B 103597 39911
A 1 167788
B 7491 7492
B 65973 65974
A 61088 61089
A 30120 30121
B 25580 25581
A 1 98196
A 20243 175333
A 87632 87633
B 131224 131225
B 186098 186099
B 174010 89264
B 91981 71598
B 49547 119974
A 189160 22238
B 200000 67322
A 128720 128721
A 28814 28815
B 89958 89959
A 9211 9212
B 17207 173326
B 98959 32759
A 171142 46176
B 196657 196658
A 107231 95183
A 43563 44320
A 3182 56726
A 103004 142906
A 163914 163915
B 158613 158614
A 35453 35454
A 80256 80257
B 113305 113306
B 112401 185602
A 114194 114195
A 200000 166036
B 200000 170746
A 193885 193886
B 19550 11984
B 136278 167442
A 33628 108192
A 13356 13357
A 739 44013
B 188969 188970
B 50890 176971
A 191097 178026
A 104777 104778
B 103679 138685
B 52349 52350
B 200000 90685
B 114018 90628
B 25005 25006
A 152820 190639
B 193895 193896
A 62928 97981
B 200000 88866
A 179271 179272
A 1 111080
A 55988 32467
B 98588 98589
A 88284 44656
B 39733 39734
A 167356 167357
B 117560 117561
A 200000 73041
A 36237 36238
A 107339 96017
B 181273 181274
A 34397 34398
A 92934 2606
A 45835 90980
B 118445 110266
A 154991 103416
A 200000 174543
B 133425 133426
A 154545 20411
A 1 197996
A 79942 179916
A 11774 11775
B 200000 43886
A 90433 90434
B 157946 157947
B 51366 51367
A 136066 183687
A 117468 117469
B 138437 5506
B 200000 188936
A 77728 71675
B 190471 190472
A 138323 138324
B 97793 116176
A 173414 173415
B 158523 158524
B 200000 85480
B 36792 36793
A 1 179411
A 132565 132566
A 25761 25762
A 200000 119204
A 200000 191847
A 141348 141349
A 1 172987
B 1 151479
A 15028 15029
A 108421 82002
B 121450 133266
B 60370 60371
A 117792 117793
B 1 65339
B 162832 162833
B 61358 135016
B 1507 1508
