399998 181436
A 181051 177799
A 246263 246264
B 305188 121689
A 1 30980
A 289424 381321
B 383205 383206
B 138391 116059
A 240086 244364
A 219308 39864
B 340095 340096
A 399998 100402
A 191459 191460
A 267877 267878
A 1081 149594
B 258231 258232
A 158775 318157
A 236481 106457
B 254944 64820
A 36020 57247
A 300625 119495
B 321581 321582
B 78469 78470
B 258949 258950
A 220084 364846
B 7004 7005
B 187982 371491
A 29918 29919
B 5549 5550
A 119784 256669
A 329947 281400
A 1 54865
A 1 156424
A 303120 1965
B 269834 269835
B 174395 174396
A 399998 69389
A 16997 295664
B 1 2
A 232742 232743
A 130820 130821
A 1 180430
B 32989 32990
B 238325 238326
A 155680 66487
B 378460 378461
B 96911 96912
B 335836 335837
B 334008 214156
B 280783 280784
B 271015 225269
A 31639 31640
A 90233 90234
B 45393 45394
B 1 191570
B 399356 350068
B 80976 80977
B 211687 211688
A 162355 229748
B 115445 85255
B 1 317678
B 114880 310498
A 302356 252465
A 131552 131553
B 1 4426
A 164416 164417
A 21568 133766
A 315352 315353
B 395080 395081
B 82597 82598
B 336226 29067
A 397766 397767
B 361626 174645
A 3 399997
B 140032 299817
A 394175 126421
A 155778 155779
A 390876 297259
A 399998 249059
B 55545 20122
B 211212 211213
A 37764 74249
A 24726 283450
B 65895 379009
A 344445 344446
B 235338 235339
B 289900 289901
A 1 375700
A 163300 332554
A 366612 366613
A 304649 46912
A 161452 161453
A 1 364247
B 279671 396563
B 399997 399998
B 69103 268400
B 354158 290310
A 43955 266039
B 248960 248961
A 305325 234806
B 240737 26823
B 293464 66431
B 220932 220933
A 174902 28506
A 399998 91011
B 244894 244895
B 78585 78586
B 98577 244003
A 75976 339483
A 342253 162927
A 261097 195951
A 399998 292331
A 247128 305416
A 399998 323268
A 106122 106123
B 399998 237108
A 314564 314565
B 334916 234808
B 399998 261208
B 92344 283885
A 13347 37374
A 121628 304424
A 384334 384335
A 307190 307191
A 1 292904
A 399998 323403
A 284908 4992
B 356792 356793
B 80158 209608
A 52880 45447
A 399998 190484
A 382333 382334
B 174128 174129
A 399998 215384
B 357089 357090
A 28726 394988
A 1 14885
B 1 257460
A 399998 395505
B 120129 120130
B 290765 41592
B 131800 131801
A 1 206516
B 346329 346330
B 209468 209469
A 2 399998
B 139029 139030
B 279496 279497
B 351858 351859
A 385929 385930
B 382235 382236
B 233674 343708
B 261287 12378
B 1 139252
B 373110 315250
B 226459 161156
A 399998 53382
B 173625 244452
A 166282 166283
A 292465 50142
A 333327 333328
A 287930 287931
B 170899 138150
A 1 272231
A 297251 297252
A 1 38909
A 259346 259347
B 3949 3950
B 399998 239176
B 228672 228673
B 258806 258807
A 282068 219937
A 261645 241173
B 143085 97190
A 163701 24572
A 1 306126
B 139980 202987
B 191106 191107
B 357240 333948
B 399998 34428
B 183633 183634
B 137667 137668
A 13309 100786
A 26043 90828
B 33148 383457
A 181067 181068
A 399998 123157
B 317914 317915
A 27171 120198
B 1 307703
A 1 156362
A 399998 102802
B 184511 184512
B 110704 110705
A 1 131200
A 14916 213275
B 314423 314424
A 269333 63368
A 379307 379308
B 10925 160539
B 309694 309695
A 140 133897
A 117860 117861
B 320003 283632
A 61598 61599
B 56670 249275
A 281369 316865
A 399998 348658
A 339571 52602
B 108627 51731
A 399998 205570
B 1 54249
A 130998 130999
B 316700 316701
B 131887 131888
A 35329 35330
A 124338 205719
B 55708 115065
B 114228 172026
B 208126 266484
A 399998 114064
B 83917 249420
A 348928 211151
B 40128 40129
B 148073 252072
A 351528 351529
A 272912 272913
A 1 361264
B 160552 28188
A 305705 221223
A 383871 383872
A 379492 352714
B 290873 367237
B 193462 193463
A 51207 51208
A 44421 100534
A 156341 156342
A 98114 98115
A 297480 297481
A 199879 199880
A 310853 78872
B 1 178600
A 108328 223624
B 76699 244688
B 392662 301298
A 28527 271093
B 42761 191046
A 399998 99327
B 66380 237333
A 250699 250700
B 1 152838
A 342246 50019
B 278056 278057
B 393692 393693
A 348584 348585
B 150195 130558
B 347692 347693
A 151677 80278
B 240783 101893
A 49821 187972
A 197319 197320
B 138484 138485
B 156592 358310
A 338419 338420
A 141185 141186
B 399998 228092
A 114082 114083
A 214618 214619
A 292380 334464
B 35936 358424
A 1 167499
B 170506 170507
B 137158 137159
B 370794 370795
B 333131 333132
A 256346 256347
B 345953 290741
B 21460 329120
A 325169 325170
B 42371 42372
A 140021 249638
B 367830 367831
A 345766 133423
B 171513 171514
A 274613 274614
A 11367 11368
B 321069 162719
A 314748 309409
B 168446 168447
A 255629 169822
A 399998 177207
A 124408 393894
B 399998 276541
A 318204 318205
B 223596 110848
B 235130 377106
A 280150 385075
B 1 153722
A 279530 279531
A 172395 172396
B 360321 154891
A 399998 219022
A 69435 70638
B 259587 259588
A 193974 281592
A 154511 154512
B 194320 74799
A 287759 81093
B 279741 18134
B 384754 281607
A 1 129823
B 278996 278997
A 206665 206666
A 102463 71513
B 278866 195493
B 1 118260
A 203676 203677
B 1 347910
B 69276 69277
A 1 220856
B 342245 106497
A 399998 64914
B 69217 69218
A 399998 236489
A 399998 80225
B 1 206704
A 160217 160218
B 176690 16689
A 46090 232783
B 1 253554
A 130191 130192
B 202485 202486
B 114974 114975
A 262606 262607
A 279786 279787
B 233283 114445
A 348471 348472
A 369673 109067
B 172655 385078
B 115834 250901
A 111840 111841
A 125659 125660
B 268254 268255
B 198057 312658
B 29006 29007
A 185193 185194
B 301013 199498
B 4363 4364
A 186552 297070
A 1 399998
B 1 109667
A 181303 181304
A 106483 311845
B 154364 352565
A 7052 7053
A 399998 269617
B 399998 346808
A 356652 388178
A 7784 7785
A 45013 271016
A 117359 227707
B 266710 66650
A 240540 373631
B 86745 86746
B 187131 97167
A 252262 359252
B 246458 246459
A 399998 46376
B 104608 59694
B 1 237919
B 366295 366296
B 1 219348
A 194863 194864
B 119719 119720
A 125982 125983
B 105322 105323
B 116999 117000
A 399998 188297
A 27653 27654
A 126780 281202
A 200780 213098
B 356678 356679
A 22090 22091
A 399591 399592
A 348297 348298
A 248848 248849
A 130331 393272
A 186676 258772
A 346869 231542
B 94801 94802
A 187168 187169
B 13360 64223
A 209269 210708
A 1 206598
B 320103 320104
A 317671 317672
B 20892 20893
A 368586 368587
B 315614 231290
A 329648 329649
A 89954 89955
B 38604 85067
B 358273 81618
B 339486 339487
B 1 399997
B 1 53925
B 399998 353397
A 5091 236729
B 352989 135862
A 271451 391663
B 229453 182459
B 93625 37457
B 111251 111252
A 110484 110485
B 79672 79673
A 91948 91949
A 272207 272208
A 198943 306123
A 363014 363015
B 340844 340845
A 245710 245711
B 79221 362795
A 138438 70502
B 60386 183518
B 1 360423
A 13619 13620
B 147913 147914
B 11330 88405
A 369878 369879
A 200089 306246
B 191195 307193
B 364953 364954
B 1 222474
A 109082 109083
B 210979 210980
A 187288 187289
A 399998 221510
A 214273 214274
B 138904 138905
B 166397 213769
A 203536 203537
A 388807 388808
A 1 154650
A 1 399998
B 85047 250647
B 283437 237141
A 175125 175126
A 315353 315354
B 215907 151248
B 81290 293563
A 399998 169172
B 74157 286182
B 167806 8000
B 394531 394532
B 260885 307583
B 164438 164439
B 249200 141945
B 316965 106437
B 249421 35766
A 307089 307090
B 17120 353675
A 133586 70455
B 1 301278
B 307566 307567
A 331988 331989
A 295010 295011
A 296143 296144
A 399997 399998
A 328368 328369
A 389450 220255
B 210901 210902
A 387349 387350
B 338967 205479
A 11071 11072
A 62406 366543
B 369936 162108
A 5994 47726
B 307937 307938
A 261403 693
B 96950 276630
B 176957 145819
A 24651 95456
B 95124 392236
A 399998 66908
A 182415 267451
A 45914 45915
B 313241 127899
A 65488 257678
B 1 316626
B 399998 179445
A 95664 95988
A 82692 289575
A 160347 42407
A 1 52885
B 99940 320894
B 1 74952
A 399998 193057
A 296613 296614
A 264478 264479
B 294150 99793
B 1 97014
B 204347 247394
A 1 51985
B 399998 68645
A 118167 106218
A 397970 397971
A 181632 390133
B 67672 67673
A 317168 317169
A 322943 265357
B 179515 105025
A 36522 10643
A 1 326611
B 66662 330375
B 273852 273853
B 14626 30042
A 375327 375328
A 399998 391004
B 1 296553
B 36286 36287
A 94206 94207
B 91554 91555
B 40760 40761
B 112514 386933
A 10182 374366
B 363917 363918
B 213950 382730
A 17558 17559
A 309275 309276
A 281358 245860
B 383770 383771
A 3 399998
A 22225 60373
B 1 328156
B 105671 290891
A 124897 310453
A 399998 35703
B 217442 217443
B 399998 267449
B 137480 286433
A 214038 2827
A 1 236693
A 332412 332413
A 399998 159501
A 212811 159086
B 198033 198034
B 22367 22368
B 294570 279472
B 2 3
B 185287 316699
A 256874 207134
A 347937 331360
B 112026 112027
B 95699 95700
B 75964 294893
B 189438 189439
A 399998 188815
A 176632 132905
B 61749 61750
B 395141 395142
B 1 40007
B 305460 68567
A 1 304236
A 1 392883
B 399998 50445
B 212398 212399
B 26677 273130
A 92686 300424
A 1 127910
B 204941 204942
A 391256 53301
A 189344 51728
B 295332 295333
B 347486 347487
B 378541 9346
B 319672 319673
B 2 3
B 38444 200156
A 1 261654
A 293044 293045
A 1 81673
A 25738 25739
B 139906 139907
A 399998 319692
A 360522 360523
B 273704 98047
A 32965 353499
B 323483 97691
A 310733 310734
A 302157 302158
B 306750 306751
A 319002 319003
A 59616 59617
A 387480 214561
B 399998 375991
B 1 395858
B 235468 289939
A 268899 268900
A 113147 113148
A 297670 262220
A 399998 354839
B 399998 11039
B 172207 120628
A 1 306353
A 291081 253162
B 326255 262641
A 1 23009
B 398033 398034
B 355596 355597
A 360341 360342
A 140095 140096
B 17655 267618
B 182314 182315
B 46569 46570
B 399998 350949
A 1 360205
B 228077 120165
B 70486 304916
B 254830 180489
B 317302 162173
B 244485 244486
A 1 393689
B 315599 315600
A 45057 333723
B 131443 131444
B 319318 319319
A 208933 208934
B 42641 270313
B 347090 262311
A 136392 355507
B 399998 274064
A 399998 73720
A 119640 374372
A 220013 348995
B 74985 86039
A 237962 60728
B 1 76135
B 397062 42462
B 76438 76439
A 253793 253794
A 1 373958
A 141139 141140
A 253436 253437
B 399712 283159
A 14253 14254
B 78533 75010
A 39916 39917
A 1 3
A 246564 246565
B 325043 99272
A 345600 263676
B 399998 383722
A 1 253018
A 111617 111618
A 1 164589
B 77285 77286
B 216576 216577
B 37398 100317
B 206119 53114
B 60423 60424
B 1 232233
A 357502 357503
B 392724 392725
A 281343 281344
B 353007 85911
A 364172 364173
B 399998 169528
B 72860 197704
B 277357 36999
A 225196 225197
A 375533 210216
B 146575 146576
A 58521 58522
A 2 399997
A 9829 359206
B 1 141038
A 144776 210260
B 97330 97331
B 64147 12487
A 1 155862
B 399998 131386
A 283197 283198
B 12564 12565
A 399998 658
B 174088 174089
A 164420 167740
A 214788 214789
A 1 189522
A 399998 143986
B 263339 263340
A 184093 217847
B 230745 230746
A 170073 170074
B 311328 311329
B 332297 332298
A 189262 189263
B 1 96556
B 399998 128043
B 53884 53885
B 49439 49440
B 338180 338181
A 155995 155996
B 226516 226517
B 399998 30793
B 399998 353646
A 151905 151906
B 26921 26922
B 265517 265518
A 1 151431
A 399998 155987
B 399998 10163
A 176816 176817
B 301575 301576
B 206768 206769
A 53277 177037
B 399998 93798
B 126269 35326
B 399998 398017
B 106535 398854
B 276323 276324
A 1 224012
A 1 298774
B 399998 65270
B 146939 146940
A 337205 337206
A 138043 209756
B 399998 363528
A 244026 43119
A 272151 97956
B 26191 84271
B 396727 98972
B 312774 229627
B 215629 274657
B 143986 143987
B 218830 218831
B 382685 382686
A 194292 948
A 372998 372999
B 366371 198609
A 399998 36907
A 62201 175554
A 267153 43492
A 385966 385967
B 164448 164449
B 125557 125558
B 38342 64270
B 264608 348974
A 247246 287127
B 7482 7483
B 118159 118160
B 240150 257026
B 317941 19569
B 259101 259102
A 379923 379924
B 173734 263028
B 399998 62957
B 1 240522
B 37604 37605
B 3 399997
A 146745 92870
B 266293 266294
A 1 399997
B 303512 303513
B 389201 183497
B 69818 69819
B 190391 283162
B 2 3
B 1 225396
A 399998 215391
B 284420 284421
B 266935 122885
B 68236 60255
A 112545 146251
A 51081 296815
A 54983 54984
B 9320 9321
B 225723 88432
A 263269 263270
B 399998 381667
A 366994 375187
A 344088 126751
B 137422 79817
B 154613 255025
B 186718 397486
A 55329 55330
B 291027 291028
A 116593 58856
B 308453 291395
B 48487 107898
A 14061 14062
B 87759 304270
B 144658 144659
A 311361 311362
A 390372 390373
A 229562 229563
A 47962 202282
B 79297 392811
A 186685 186686
B 399997 399998
B 334177 334178
B 44746 44747
B 159845 159846
B 378766 378767
A 302859 302860
B 399998 84476
B 282243 168264
A 1 265870
B 399998 315307
A 1 76613
B 11550 11551
A 1 152352
A 3 399998
B 311697 43937
B 254161 254162
A 50716 377087
A 328587 161146
B 399998 149649
B 58821 58822
A 12790 12791
A 360658 213608
B 386200 386201
B 336092 356742
A 399998 281732
B 1 388255
A 147161 147162
B 1 232405
B 327892 327893
A 170743 170744
A 34460 225534
B 274953 274954
A 212560 262896
A 159297 298926
A 239977 106720
B 7884 55849
A 9922 9923
A 46426 157901
A 398243 170568
A 1 11033
B 303394 283591
A 144737 315453
B 146762 71947
A 303127 303128
B 251529 251530
B 1 364415
A 46082 46083
B 1 206953
A 208591 208592
A 349777 349778
A 399998 337862
B 1 161152
A 345021 345022
A 262985 262986
A 60500 166782
A 27913 27914
B 225512 225513
A 45843 45844
B 369851 369852
A 207886 207887
A 258551 258552
A 324401 265408
A 7487 7488
B 172837 172838
B 107485 144956
A 127613 330316
B 373221 210270
A 56898 50441
A 157399 144486
A 226328 226329
B 126192 8850
B 1 54758
B 399998 171474
A 122080 395589
A 299408 183105
A 82875 82876
A 173840 396314
A 50418 50419
B 22742 89410
B 120479 352285
B 399998 321004
B 399998 302782
A 227852 227853
A 69397 269321
B 187204 187205
B 399998 79333
A 216400 126602
A 176033 176034
A 189724 35041
B 107105 148836
B 101824 2127
B 150779 45497
A 395845 395846
A 281704 99036
A 399998 143665
B 95863 95864
B 64703 64704
A 327058 327059
A 65329 65330
A 202445 202446
A 59466 59467
A 307109 75008
B 216413 216414
A 108372 108373
B 371113 303934
B 1 286695
B 1 3
A 399998 358478
A 147113 147114
B 1 54801
A 1 211837
B 377858 377859
A 5662 215028
A 82210 317191
B 354056 82603
B 399998 44892
A 367167 367168
A 166077 142526
A 347497 215347
B 196908 371399
B 1 52649
B 64975 64976
A 98722 205997
A 2 3
B 153988 372491
A 50021 50022
B 302251 302252
B 68586 276485
A 399998 108704
A 40241 40242
A 154722 154723
A 228120 228121
A 175289 175290
A 310819 364200
A 38135 38136
B 218010 218011
A 399998 56504
B 170586 239357
A 1 337762
B 366882 366883
A 157865 90985
B 399998 96779
B 145168 75382
A 399998 265885
A 246185 390555
B 68948 68949
B 49256 210102
B 353546 57404
A 166593 282729
A 319496 54326
A 115837 65320
B 172606 291556
A 78588 206677
A 295662 295663
B 85777 229757
B 399998 66872
B 116034 1623
B 392140 392141
A 169667 365563
B 399998 114016
A 53042 53043
B 115263 337366
B 7241 221834
A 399998 191666
A 36766 36767
B 399998 192206
A 286827 286828
B 335711 335712
A 92190 92191
A 397304 270036
B 163755 20618
A 135127 135128
B 126899 126900
A 220419 263385
B 218447 218448
B 5718 210588
A 256814 256815
A 112002 329538
A 82756 272188
B 36897 36898
A 201212 155883
B 339681 339682
B 2 399997
A 69951 69952
B 395050 249893
A 219895 234227
A 6191 6192
B 387049 66479
A 399998 243138
A 1 170651
A 1 151015
B 265048 265049
A 114953 112869
B 382132 281330
B 175457 175458
B 115251 212379
A 168854 124474
B 248855 35219
A 109133 324592
A 176921 176922
B 335571 335572
A 1 374553
B 1 243409
A 70665 70666
A 399998 225375
B 1 35600
A 64987 64988
A 211591 22528
A 1 121473
A 132207 132208
A 7010 7011
A 395681 395682
A 155091 155092
A 277232 40210
A 383808 383809
A 190783 190784
B 268068 268069
B 144730 144731
B 117493 117494
B 42681 385359
A 103390 197359
A 1 17332
A 299649 299650
A 399998 369496
A 399998 137643
A 3496 3497
B 31602 31603
A 3 399998
A 339034 339035
A 113064 113065
A 189525 213811
B 214992 214993
A 305119 112064
A 39744 287720
B 38266 217529
A 399997 399998
B 330678 330679
B 295191 295192
A 1 241816
A 221330 213763
A 399998 121063
B 100926 371305
A 185446 185447
B 76414 76415
A 1 136951
A 104275 34225
B 262513 213684
B 257504 257505
B 88718 309857
B 387408 26298
B 365235 365236
A 204988 133806
B 26025 368882
A 347156 347157
A 325736 109390
B 114045 114046
B 377820 377821
A 50558 153157
B 336975 336976
A 399998 100462
A 296612 296613
A 122649 122650
B 62362 311424
B 1 73454
B 279925 279926
A 336599 338539
A 236561 236562
B 362369 362370
B 52222 100621
B 1 336295
A 19149 68246
B 380968 170816
A 176519 309172
B 25671 25672
A 1 215097
A 115188 247722
A 320500 320501
A 317554 317555
B 110344 110345
B 277844 302141
B 399998 53426
B 5635 5636
B 283194 283195
A 34146 148763
A 243123 331113
A 103043 103044
A 381263 363684
A 194554 17234
A 150280 389787
B 367629 234691
A 189513 301418
A 130180 12827
A 288188 288189
A 163384 193869
B 127084 180274
A 173031 173032
A 290501 290502
A 1 293931
A 351826 12049
B 112568 112569
A 327293 107057
A 32215 101530
A 343600 119166
B 312187 312188
B 17412 203086
B 338202 15105
B 243957 243958
A 284544 284545
B 184274 130654
A 399998 322563
B 1 233782
B 399998 291954
A 219930 344026
B 44036 185448
A 315291 315292
A 362205 106650
B 109203 127095
A 137887 137888
A 127159 192367
B 218484 187866
A 113219 334971
B 399998 283056
B 174698 174699
A 268317 151535
A 62394 62395
A 266278 266279
A 17460 134927
A 1 399617
A 1 356328
A 1 219154
B 399998 73407
B 128079 128080
B 26388 128808
A 39765 39766
A 1 228688
B 191752 191753
B 116575 116576
B 28425 200928
A 326325 326326
B 313692 274676
B 2 399997
B 399998 23515
A 201075 201076
A 1 70869
A 15910 381916
B 1 112313
B 330799 330800
A 230551 230552
B 124369 124370
A 320257 399371
B 367955 367956
B 152278 241328
A 346374 267669
A 313525 73965
A 38035 161137
A 123585 123586
A 249045 249046
B 235076 235077
B 339254 374244
A 141100 141101
A 138154 138155
A 145327 145328
A 118897 295695
B 356442 356443
A 133221 353948
B 201013 387861
A 141050 380161
A 147097 366804
B 112630 112631
A 1 334058
B 188193 95567
B 316535 388301
A 279773 219395
A 297063 297064
A 136238 193553
A 368624 270793
B 201584 201585
B 399998 90058
A 399562 399563
A 354130 354131
B 258432 86053
A 368627 58740
A 395219 381909
B 1 18535
B 1 226606
B 30984 299042
A 233975 233976
B 28349 327041
A 373418 167767
A 4184 358952
A 161550 161551
B 34762 302511
B 342598 303473
B 399998 121085
B 77744 149772
B 148720 148721
A 233415 233416
B 72150 72151
A 20996 134419
B 333725 333726
A 181495 181496
B 102360 102361
A 225687 22084
B 49793 49794
A 394100 394101
A 259370 88958
A 251503 361106
B 107435 107436
B 98766 98767
B 1 246204
A 194733 242980
B 304867 304868
B 41301 41302
A 316252 316253
B 399998 188595
A 331520 331521
A 147990 218493
A 126072 126073
A 353412 353413
A 225616 125698
A 122985 320043
B 1 283884
B 373775 373776
B 43066 43067
A 399998 307227
B 145484 145485
A 212164 212165
A 1 360691
B 1 399998
B 96052 96053
B 74080 74081
B 399998 58855
B 1 235915
A 311096 122767
A 39559 39560
A 137180 137181
B 288066 56715
A 185803 185804
B 274531 274532
B 120720 120721
B 40841 40842
A 1 325508
A 31481 299241
B 399998 188984
A 399998 132174
B 304345 249807
B 398555 259523
A 273857 273858
B 24607 24608
B 322245 200579
A 222688 222689
B 93964 280290
B 50616 18086
B 210758 210759
B 3441 3442
A 391111 230774
B 223339 82940
B 120638 131774
B 216716 295247
B 322529 322530
B 176808 293323
A 3 399997
A 153089 138175
A 396710 396711
B 389590 330187
A 94456 94457
A 1443 108446
B 399998 326386
A 290464 290465
B 181721 181722
B 18985 18356
A 1 5652
A 331794 215891
B 319418 64324
B 74265 74266
B 1 284242
A 390658 390659
B 382899 382900
A 10535 10536
A 46461 307103
A 35301 316829
B 287045 287046
B 242759 242760
B 120912 132351
B 397420 43624
B 113164 113165
B 1 18330
A 109478 109479
B 156081 394516
A 396880 226728
B 3 399997
A 399998 45860
B 197043 197044
B 324998 284453
B 139332 223728
A 22133 66640
A 314773 114120
B 399998 319882
A 197155 230960
B 124234 114580
B 242602 152564
B 191317 191318
A 303042 127670
A 105800 116227
A 320829 320830
B 351065 213736
B 399998 15705
A 325302 41503
B 44477 81411
A 295364 357877
B 341975 331318
B 224166 224167
A 112234 112235
A 58502 380801
B 328117 328118
B 63536 309997
B 211872 257598
B 239020 52424
A 4212 158056
A 208620 208621
A 61063 61064
B 399998 274789
B 167522 398869
B 146173 146174
B 312774 312775
B 268631 307403
B 257923 208334
B 66126 270826
A 76755 76756
A 112000 11109
B 1 399997
B 167723 167724
B 292138 292139
B 148213 44378
A 395285 395286
B 388381 388382
B 85699 85700
B 233866 233867
A 227454 8051
A 385912 13568
A 181975 317876
B 91322 39283
A 130968 130969
A 169353 45620
A 289081 272641
A 395526 395527
A 144520 144521
B 63809 63810
A 213320 47118
B 213149 333693
A 262871 218515
B 365872 365873
B 285071 285072
B 399998 135125
B 2 3
B 147081 322031
A 58392 144645
B 41861 41862
A 190673 190674
A 298144 298145
B 276373 276374
B 67861 385326
A 81830 81831
B 109668 185061
A 223976 223977
A 177539 177540
B 316896 316897
B 395631 395632
A 1 319960
A 399998 196614
B 386261 386262
B 399998 91472
A 1 279802
B 343701 116478
A 346029 337335
B 280944 280945
B 1 280372
A 239946 273157
B 218074 358337
B 109693 185049
B 3 399998
B 1426 124061
A 213820 61628
B 5438 378598
B 384203 384204
A 132478 309825
B 304373 232947
B 1 250338
A 50741 127428
A 225790 225791
A 394990 226764
A 1 2
A 381411 358489
A 1 40486
B 146310 146311
A 231724 217899
A 342394 272989
A 1 198743
B 399997 399998
B 399998 32169
B 131937 33972
A 156306 292690
B 1 399997
A 81404 81405
A 1 312401
A 1 74913
B 317446 317447
A 269269 269270
A 126230 126231
A 44211 60853
B 2 399997
A 399998 353632
B 75717 172712
B 77436 77437
B 1 249103
A 399998 2797
A 399998 336235
B 327804 327805
A 322339 322340
A 220236 220237
A 346815 354943
B 226211 226212
B 1 338081
A 78088 285307
B 144550 254070
A 1 122300
B 174596 174597
B 174877 174878
B 48458 390233
A 81365 132258
A 234741 234742
B 107917 200748
B 69397 69398
A 255343 219559
B 187639 385409
B 338256 338257
B 179232 359831
A 386639 333896
A 184967 68299
B 200688 200689
B 69844 20014
A 390357 30750
A 399998 198724
B 383361 139418
B 104151 232590
A 136348 69456
B 260508 152531
A 111553 111554
B 129607 398325
B 76980 76981
A 354157 192388
A 399317 215297
A 386933 387641
A 1 399998
A 260606 260607
A 231453 238980
B 337008 234948
B 294615 314893
A 139033 139034
A 380502 141074
A 29044 278660
B 63380 63381
B 334923 334924
B 399998 376020
A 200205 323303
A 399998 299634
A 269460 269461
A 146028 308597
B 1 197399
B 161983 314898
B 235508 248446
A 172028 221516
A 17261 17262
A 399997 399998
A 164786 164787
A 131888 74525
A 283706 283707
B 32988 32989
B 177497 345073
B 220780 220781
A 1 231543
A 49744 165492
A 394043 394044
A 1 81867
B 96150 96151
A 384994 384995
A 191347 283201
A 150360 175161
A 129239 129240
B 51360 51361
A 399998 302814
A 207894 314933
B 382355 332791
B 205035 205036
A 148939 16682
A 347192 347193
A 362081 381195
A 105845 41383
A 1 212294
A 293865 348688
A 378738 378739
B 264588 264589
B 213584 213585
A 399998 370818
B 238171 279828
B 133165 134487
B 289799 314840
A 254610 14154
A 221599 322733
B 234937 182954
B 223322 223323
A 197831 197832
B 188630 188631
B 116666 116667
B 311769 311770
A 210292 210293
B 387285 387286
B 281116 281117
A 288300 288301
A 151794 201321
B 11064 11065
A 399997 399998
A 249617 150194
A 104380 77231
B 399998 351396
A 55022 55023
B 94711 94712
B 34616 34617
A 236896 236897
A 154486 154487
A 399998 193675
B 253416 65217
B 1 288979
A 170459 87076
A 1 213788
B 393107 393108
B 319316 319317
B 262925 262926
A 185162 20173
A 76355 76356
A 164804 167578
A 399998 122553
B 346054 330770
B 317465 116382
A 33058 33059
B 131495 131496
B 163018 163019
B 399998 184985
A 399998 366336
A 287003 287004
A 255761 363155
B 270485 270486
A 327928 285219
B 8605 8606
A 169739 169740
B 42605 42606
A 179893 179894
A 166836 288951
A 171819 171820
B 94037 94038
A 1 131158
B 131380 131381
A 1 216638
A 1 255060
A 242973 242974
A 289972 289973
B 121501 121502
B 220866 220867
B 305106 285817
A 264671 117922
A 123845 309781
A 307350 307351
B 270705 302501
A 1 2
B 172750 172751
A 115224 115225
A 350268 295630
B 197414 41903
B 1 2
B 1 374524
B 364640 364641
B 229814 229815
A 308735 308736
B 346659 159368
A 60536 281803
B 154112 154113
B 399998 4862
B 308092 308093
A 364895 322078
A 399998 304474
A 89983 292251
B 399998 66399
B 374592 84514
B 181626 294637
A 367989 367990
B 40263 161257
A 146690 271908
A 282229 282230
A 373620 14125
A 293394 342825
A 159386 159387
B 43308 296216
A 369159 327757
A 358159 212182
B 13859 13860
