12
2 49856
51 120 106
27 64 128
98 86 25
122 29 103
16 11 11
130 19 27
150 150 150
150 128 1
150 150 150
150 150 150
60 30 81
150 150 150
10 10 12
150 150 150
89 147 62
11 3 11
6 4 12
18 14 4
37 114 144
25 45 89
150 150 150
125 46 138
6 19 10
3 12 10
11 20 1
150 32 1
20 16 14
150 91 1
17 1 17
12 5 20
5 20 16
150 150 150
12 20 1
115 44 10
150 21 1
82 24 85
150 150 150
18 16 11
16 14 17
122 48 85
7 11 2
3 1 16
17 3 19
150 150 150
19 17 18
150 21 1
150 150 150
2 9 18
150 150 150
10 3 4
150 150 150
9 17 20
9 17 19
53 62 35
150 150 150
127 61 63
14 107 54
16 11 9
2 13 12
16 2 10
20 78 142
73 6 88
150 150 150
19 19 13
6 1 11
12 1 5
15 9 4
150 150 150
150 150 150
150 144 1
15 20 18
6 18 5
20 5 11
50 45 58
150 79 1
14 5 20
150 115 1
17 15 18
150 150 150
29 137 104
20 10 5
150 150 150
8 9 20
85 71 10
20 133 48
4 8 12
8 10 16
5 51 1
150 150 150
1 7 10
18 9 6
150 150 150
150 53 1
14 3 4
150 124 1
150 51 1
15 132 98
32 112 115
10 16 5
150 150 150
149 74 80
52 41 121
150 63 1
150 37 1
150 150 150
16 131 104
30 149 32
90 10 19
150 150 150
22 37 121
14 13 4
6 3 3
150 109 1
79 129 73
12 3 1
150 140 1
8 14 19
78 57 68
8 20 6
150 150 150
150 150 150
4 19 12
92 146 121
150 150 150
150 150 150
150 82 1
16 1 4
150 150 150
117 73 18
28 15 108
12 16 13
150 150 150
148 117 86
150 150 150
150 55 1
3 34 138
8 10 17
3 11 16
3 5 20
130 8 105
150 76 1
134 70 56
3 20 3
4 1 11
7 5 15
18 1 6
91 146 123
150 150 150
41 142 61
150 25 1
14 12 10
61 105 147
150 7 1
128 103 86
14 3 8
10 18 14
150 150 150
18 10 8
126 109 126
150 99 1
18 15 18
7 13 20
104 146 82
148 109 68
150 67 1
9 8 63
12 15 17
150 150 150
4 18 16
150 19 1
150 135 1
150 33 1
150 150 150
150 146 1
17 6 20
7 5 7
11 9 12
150 150 150
11 8 18
150 150 150
4 17 8
16 18 3
110 25 2
1 5 13
9 5 15
20 5 3
9 12 8
16 10 5
19 10 4
150 150 150
150 78 1
69 59 129
5 19 16
74 91 101
150 35 1
7 15 4
150 150 150
66 140 125
14 15 20
3 6 8
19 11 2
150 131 1
8 6 16
59 135 100
88 9 9
2 6 16
147 38 77
17 8 13
150 150 150
13 1 14
16 19 1
17 4 14
13 14 14
67 36 98
150 39 1
132 1 77
2 20 7
16 24 113
40 15 117
4 4 17
5 7 3
150 150 150
150 150 150
148 100 96
20 6 14
150 150 150
14 18 2
117 89 28
150 150 150
150 150 150
150 115 1
150 51 1
150 150 150
122 24 85
14 136 60
36 114 54
12 3 12
20 4 16
8 7 17
150 150 150
6 14 10
150 67 1
4 17 20
2 2 5
150 150 150
150 150 150
110 122 96
6 10 6
116 123 32
12 11 4
150 150 150
4 10 19
49 25 21
119 29 5
150 150 150
17 39 9
6 113 145
150 135 1
41 141 2
113 106 103
150 150 150
12 49 59
150 150 150
10 1 14
150 150 150
10 16 5
150 100 1
14 16 9
4 6 19
20 11 3
2 9 2
16 6 14
150 89 1
150 79 1
7 4 9
150 140 1
150 12 1
150 110 1
13 19 10
150 150 150
17 20 8
150 1 1
146 55 40
68 124 45
125 129 93
18 2 9
19 71 103
150 150 150
150 1 1
84 81 128
29 142 72
150 150 150
9 3 19
75 148 21
31 72 113
150 150 150
118 146 113
30 115 23
150 150 150
150 34 1
13 13 18
3 14 4
18 20 19
52 99 107
13 16 12
75 31 102
119 88 39
150 150 150
72 140 10
11 14 13
14 13 20
92 71 26
57 63 28
16 9 11
12 95 20
14 3 10
8 5 20
2 17 19
12 14 5
150 150 150
20 6 8
150 150 150
150 150 150
11 19 4
33 92 146
4 5 19
6 46 136
150 19 1
70 127 22
90 50 33
18 18 116
1 9 7
18 15 18
150 150 150
8 1 11
17 16 19
76 24 87
150 57 1
150 103 1
150 150 150
150 150 150
150 150 150
150 150 150
150 150 150
5 20 19
150 150 150
150 150 150
150 150 150
17 8 15
1 11 13
150 56 1
2 12 11
15 17 17
137 110 137
124 64 12
5 7 9
4 10 3
21 145 33
150 150 150
18 7 9
12 9 15
13 16 18
124 115 109
42 107 146
123 107 87
7 19 17
16 9 7
17 1 1
14 20 15
150 150 150
6 17 4
125 9 57
66 62 114
150 136 1
4 7 16
150 132 1
20 6 13
150 90 1
11 13 11
44 45 132
150 150 150
150 90 1
150 150 150
150 58 1
13 16 12
6 13 8
3 11 14
150 150 150
10 9 7
150 150 150
13 1 15
17 84 117
16 11 20
15 11 16
150 90 1
7 68 118
11 4 20
150 141 1
150 150 150
18 6 5
2 2 10
2 2 19
7 10 11
29 113 44
150 150 150
150 110 1
150 150 150
95 51 87
20 14 1
4 6 1
4 15 6
150 122 1
10 17 12
19 17 19
68 101 47
150 124 1
150 150 150
27 124 2
129 108 55
4 11 1
5 1 11
150 150 150
20 12 8
13 9 20
150 150 150
3 10 13
150 73 1
14 2 7
2 5 13
3 7 8
150 150 150
3 1 5
3 2 19
61 62 150
6 19 1
150 150 150
16 2 8
150 88 1
16 9 6
1 8 2
1 15 18
70 56 122
39 44 119
150 150 150
150 6 1
43 55 84
150 23 1
150 150 150
14 18 2
150 150 150
14 4 5
11 18 15
12 90 119
10 2 17
19 8 9
2 16 9
150 141 1
28 103 114
14 4 20
150 104 1
4 2 16
59 91 140
16 18 16
3 54 146
42 8 131
150 38 1
15 12 20
1 3 5
150 11 1
9 79 135
55 100 146
150 107 1
13 18 10
54 68 116
8 7 18
14 2 7
108 17 27
150 150 150
150 150 150
81 140 141
150 150 150
10 46 127
17 16 6
15 108 110
50 54 132
138 36 91
150 150 150
135 101 12
150 72 1
150 150 150
150 133 1
134 29 146
150 18 1
82 18 137
9 4 11
64 87 38
83 142 74
5 9 18
15 8 18
20 9 17
15 19 3
122 12 48
150 150 150
6 146 63
7 18 14
10 17 9
16 2 6
150 121 1
12 20 5
17 19 19
17 88 23
150 80 1
135 125 37
49 121 73
12 9 8
139 32 126
33 132 43
24 65 146
150 150 150
13 20 2
12 5 18
6 95 29
150 150 150
14 11 15
102 102 96
113 88 133
150 150 150
10 19 15
2 10 16
150 150 150
28 65 112
10 16 6
60 33 80
18 2 16
9 135 126
10 58 127
131 22 99
150 109 1
150 82 1
77 149 120
17 11 14
5 2 16
101 20 144
10 7 13
101 25 107
3 12 18
10 20 20
150 150 150
150 131 1
11 16 15
150 150 150
10 8 16
105 64 80
21 108 87
18 9 17
8 16 10
44 67 95
150 128 1
7 7 15
61 79 85
3 1 1
17 18 7
57 50 81
35 84 9
1 2 10
4 18 14
150 76 1
150 74 1
8 19 9
150 150 150
8 9 7
150 150 150
122 74 109
150 73 1
120 40 15
27 121 109
7 2 4
11 59 118
2 18 2
17 11 13
150 114 1
67 84 36
59 33 128
150 150 150
124 64 114
150 109 1
12 5 6
84 17 97
14 12 3
150 11 1
15 1 4
17 6 4
150 107 1
6 2 5
22 142 63
3 5 19
150 150 150
150 12 1
149 116 102
10 20 6
150 150 150
20 6 1
150 150 150
90 17 55
1 13 13
150 150 150
150 35 1
150 150 150
22 47 134
13 10 1
14 5 13
20 13 13
65 112 26
150 150 150
8 11 4
16 19 7
20 12 13
150 133 1
19 18 1
3 2 2
20 18 112
16 2 19
150 94 1
17 7 13
91 112 58
15 11 7
34 127 45
150 75 1
75 115 37
16 10 12
150 8 1
150 150 150
18 9 12
6 4 12
150 150 150
150 150 150
150 62 1
17 4 10
1 6 17
150 150 150
111 33 60
14 16 17
135 67 9
150 71 1
112 26 52
13 1 5
2 1 9
7 19 2
150 82 82
12 10 17
112 145 17
8 18 14
150 150 150
23 136 54
150 150 150
10 20 20
12 5 1
12 7 17
81 57 12
13 6 9
6 6 15
11 10 20
9 5 4
150 150 150
14 5 10
20 7 14
150 29 1
6 17 16
150 150 150
150 150 150
117 29 46
43 128 134
13 8 4
11 15 3
124 24 143
150 87 1
20 3 16
150 150 150
150 150 150
145 126 95
150 150 150
8 20 6
13 7 16
18 14 5
3 6 16
150 150 150
150 150 150
12 18 3
18 15 17
147 80 79
150 150 150
108 47 79
103 33 119
10 12 19
5 7 12
2 14 2
128 147 43
150 150 150
150 150 150
4 4 5
16 8 20
113 17 109
63 128 11
14 9 5
1 13 12
150 2 1
86 125 144
1 19 4
49 66 123
150 150 150
3 4 12
20 18 5
87 91 59
150 150 150
7 14 7
5 15 5
16 9 4
6 10 12
150 6 1
85 112 55
120 84 74
150 150 150
12 14 9
9 5 20
1 2 11
150 150 150
6 6 3
87 103 11
10 5 1
150 150 150
64 27 113
7 20 1
50 71 57
150 92 1
58 67 59
150 150 150
57 56 76
150 141 1
150 86 1
2 15 8
150 115 74
34 38 84
20 11 10
150 147 1
17 4 16
19 15 3
13 19 9
8 21 95
150 47 1
150 30 1
61 130 4
150 150 150
150 90 1
15 8 20
12 9 8
1 5 20
150 150 150
10 2 2
1 16 10
150 150 150
107 102 43
150 51 1
150 126 1
124 47 5
150 150 150
150 150 150
19 12 3
150 72 1
1 13 4
14 9 14
100 44 78
48 146 127
20 5 20
18 9 14
10 1 11
129 101 91
19 5 1
11 11 6
65 15 70
11 11 4
150 150 150
71 55 97
11 4 17
10 10 6
150 150 150
51 60 119
53 70 77
124 123 116
12 20 10
9 4 14
3 15 12
20 8 5
150 9 1
116 42 121
102 113 87
18 6 20
7 10 9
7 18 10
14 16 12
150 150 150
10 18 16
150 148 1
150 150 150
150 148 1
9 6 18
39 112 128
20 7 4
150 150 150
150 150 150
11 65 150
150 150 150
12 1 17
14 2 5
71 94 90
150 48 1
123 147 22
150 150 150
7 18 11
150 150 150
150 139 1
11 2 14
4 7 5
150 150 150
150 150 150
139 137 83
150 150 150
1 9 9
4 18 15
45 128 59
15 2 18
150 150 150
150 150 150
16 10 4
2 12 14
2 8 5
15 17 10
150 86 1
150 11 1
4 10 2
33 129 128
1 18 10
150 150 150
3 4 7
150 150 150
12 18 2
10 5 5
150 100 1
4 4 5
1 18 129
145 59 89
150 23 1
9 1 3
39 105 67
133 63 149
150 148 1
150 150 150
16 19 5
150 84 1
9 9 5
10 12 5
12 16 4
5 18 15
2 6 11
31 10 41
150 150 150
3 19 5
8 17 14
20 14 2
31 52 79
2 11 1
13 13 16
6 19 15
150 150 150
150 132 1
5 2 9
150 114 1
150 150 150
150 68 1
120 126 67
9 17 4
2 1 6
11 4 9
150 150 150
17 2 11
15 1 3
150 88 1
3 16 11
14 20 12
50 69 3
18 12 10
14 59 134
8 20 16
150 150 150
13 1 10
150 150 150
5 17 9
32 31 96
7 14 11
2 14 110
150 66 1
150 102 1
150 33 1
13 6 7
150 122 1
4 4 11
5 6 13
94 134 38
14 8 1
100 120 114
2 13 11
150 144 1
18 17 18
122 70 115
150 79 1
10 20 14
4 8 9
9 17 18
18 9 11
15 2 7
18 5 2
135 84 51
73 2 64
73 10 5
20 17 7
111 102 11
150 150 150
14 9 7
100 85 129
18 11 8
150 88 1
150 150 150
6 2 19
80 77 96
18 1 11
150 116 1
12 12 14
3 4 13
150 150 150
83 44 45
150 62 1
11 20 13
124 127 136
150 150 150
150 150 150
150 86 1
10 16 1
86 116 66
112 29 72
150 34 1
150 150 150
8 1 11
14 5 19
43 49 121
7 12 3
150 150 150
3 4 11
56 78 30
112 9 73
19 43 7
13 5 6
150 6 1
150 150 150
150 150 150
2 6 16
16 11 8
2 10 15
150 20 1
150 150 150
8 1 6
150 150 150
10 11 19
150 95 1
6 11 11
12 2 19
150 61 1
16 16 3
8 20 135
64 100 80
56 133 138
150 150 150
73 21 50
3 14 6
20 16 17
10 7 6
150 150 150
5 18 17
87 67 3
12 11 4
90 116 100
14 2 5
150 150 150
20 12 16
13 16 4
101 43 60
150 79 1
3 10 6
150 86 1
5 14 4
150 150 150
13 1 20
150 150 150
16 4 14
4 4 9
8 9 15
150 150 150
11 19 16
10 2 11
150 66 1
12 9 9
94 89 133
150 150 150
18 17 18
38 36 150
19 2 18
145 128 23
3 9 17
150 11 1
16 5 1
7 8 14
18 3 3
8 15 11
13 16 1
4 18 3
150 8 1
150 150 150
8 11 8
150 150 150
101 19 117
150 150 150
107 78 14
10 5 14
13 6 1
150 61 1
8 9 12
150 150 150
41 88 94
1 19 18
150 150 150
1 14 9
1 15 9
12 12 18
73 29 76
150 106 1
100 24 135
2 17 3
150 82 1
150 31 1
18 16 4
150 21 1
34 94 138
49 53 109
150 123 1
7 20 4
31 99 57
150 120 1
150 32 1
133 46 143
150 56 1
150 150 150
150 118 1
15 15 16
104 148 46
13 15 13
9 2 2
150 144 1
10 10 8
18 9 7
15 5 11
150 6 1
150 49 1
7 19 15
150 150 150
150 12 1
128 72 56
2 6 15
8 6 1
150 107 1
67 118 110
150 22 1
150 33 1
16 15 2
19 3 15
20 5 9
150 91 1
150 150 150
103 51 14
150 136 1
11 19 7
10 6 11
10 18 7
4 13 6
7 9 5
150 60 1
20 8 1
3 4 5
4 2 18
15 8 12
150 150 150
150 150 150
5 10 20
2 10 10
150 11 1
3 85 109
19 13 4
150 81 1
129 149 118
14 9 15
150 76 1
120 27 120
94 127 93
2 19 10
150 39 1
150 89 1
150 7 1
6 9 10
22 133 66
51 137 94
68 52 101
14 17 12
1 13 20
17 7 9
5 5 8
150 108 1
150 150 150
150 137 1
27 13 74
20 17 10
4 19 10
5 8 8
150 112 1
6 5 9
2 20 12
150 8 1
21 20 111
150 150 150
5 3 18
18 14 14
150 99 1
11 3 12
17 11 7
150 150 150
8 7 2
29 37 129
7 10 11
150 150 150
9 10 18
150 61 1
7 15 4
10 14 1
10 14 8
150 61 1
150 136 1
3 17 8
150 57 1
20 12 9
9 15 5
18 2 2
150 96 1
13 19 10
5 15 8
85 46 84
149 95 83
7 5 6
11 20 7
150 150 150
2 11 4
13 77 104
150 111 1
70 24 24
102 132 12
10 4 10
150 150 150
150 150 150
14 12 3
9 18 14
100 102 97
150 150 150
11 7 12
150 150 150
150 15 1
150 88 1
150 150 150
90 11 110
13 17 2
18 19 1
20 2 8
138 83 28
150 150 150
17 18 12
14 18 9
150 150 150
150 75 1
44 41 20
150 150 150
64 75 29
7 18 9
150 150 150
150 150 150
150 150 150
18 4 15
129 58 7
18 1 12
10 11 12
51 24 124
150 72 1
71 65 114
1 7 5
150 123 1
11 18 20
20 4 12
85 75 150
13 18 17
150 150 150
4 10 15
150 6 1
150 150 150
150 67 1
150 32 1
6 17 1
8 5 19
150 25 1
18 76 134
99 129 56
119 1 68
37 16 110
122 129 55
14 1 7
16 2 11
150 150 150
150 150 150
150 150 150
6 10 10
18 5 13
7 8 5
150 150 1
13 1 5
6 5 8
10 9 7
6 12 10
150 7 1
12 14 8
9 19 18
43 110 145
19 9 19
41 83 118
150 150 150
4 7 17
14 5 6
150 150 150
20 10 5
19 6 3
150 78 1
150 98 1
13 14 15
8 4 10
77 72 62
150 75 1
18 9 18
108 145 144
48 134 137
12 2 8
137 29 72
17 3 8
150 150 150
95 117 57
150 150 150
150 150 150
6 7 18
2 108 125
150 134 1
150 8 1
150 150 150
18 13 10
24 123 111
1 14 19
7 15 2
150 73 1
63 54 126
125 94 120
15 11 3
129 139 56
9 4 17
150 150 150
2 8 98
10 9 16
10 10 1
12 10 11
7 13 9
150 150 150
150 43 1
134 76 141
126 19 104
150 69 1
8 15 1
150 34 1
10 16 1
23 35 41
150 150 150
150 13 1
1 8 8
1 12 10
15 19 11
150 150 150
2 4 17
141 2 145
12 3 14
10 19 7
150 150 150
150 37 1
5 8 8
16 18 4
16 8 9
17 1 4
150 15 86
150 150 150
3 17 17
116 15 32
150 29 1
53 71 109
113 90 82
112 97 98
6 5 6
20 15 11
144 33 93
9 6 10
5 31 67
6 12 4
4 3 16
20 15 5
14 15 20
16 8 18
142 123 96
8 7 19
17 11 5
29 27 6
150 101 1
150 150 150
5 54 59
150 150 150
150 150 150
150 142 1
150 150 150
150 150 150
150 122 1
16 15 10
150 150 150
18 20 4
150 29 1
20 19 2
13 1 14
98 65 87
12 13 19
150 127 1
5 7 18
16 18 5
14 14 11
16 10 1
2 3 14
150 150 150
6 1 8
15 19 7
11 4 2
150 150 150
17 18 10
150 150 150
16 6 8
6 3 13
150 150 150
115 115 59
122 86 123
150 150 150
142 52 43
150 150 150
11 8 14
7 118 24
10 7 16
150 150 150
9 14 5
129 54 42
4 13 13
54 139 101
17 6 18
9 11 1
9 18 8
10 18 20
5 3 2
17 18 6
2 18 16
13 13 2
10 7 11
87 100 18
89 103 89
28 145 113
72 105 134
7 6 8
150 150 150
76 73 56
7 17 11
150 150 150
150 150 150
17 4 14
120 32 48
5 46 12
150 150 150
150 73 1
16 2 1
24 53 80
92 35 25
150 59 1
150 84 1
19 1 5
5 49 14
150 150 150
40 64 136
150 150 150
5 19 18
14 12 12
150 59 1
150 132 1
81 14 61
23 104 70
150 150 150
1 12 3
140 85 20
150 120 1
12 7 9
33 20 67
8 16 14
150 150 150
7 18 18
4 20 9
150 150 150
150 150 150
6 11 12
150 150 150
5 19 10
150 150 150
150 150 150
8 40 149
57 63 4
150 150 150
128 33 49
16 12 13
150 90 1
14 1 7
41 97 149
13 4 13
150 2 1
119 123 63
150 150 150
91 143 127
48 1 7
2 13 17
17 4 2
150 98 1
130 93 30
150 150 150
17 3 12
13 15 2
150 150 150
11 140 108
20 5 5
51 1 144
150 88 1
17 10 17
150 150 150
19 20 10
150 150 150
104 20 123
147 11 118
108 66 148
150 96 1
6 12 13
150 76 1
150 148 1
150 16 1
92 43 47
87 88 137
5 7 4
150 150 150
8 11 13
120 48 39
3 1 1
7 4 19
11 74 122
73 13 22
11 3 5
20 19 1
27 76 112
136 22 131
150 146 1
9 17 16
2 18 16
150 150 150
15 6 8
150 13 1
5 16 12
55 35 96
96 32 24
4 7 2
21 7 116
150 127 1
22 89 55
84 25 51
150 150 150
150 49 1
150 150 150
18 16 20
150 125 1
49 53 64
150 8 1
150 150 150
150 86 1
150 150 150
130 27 104
150 150 150
6 8 13
59 124 149
107 8 1
17 8 9
150 150 150
150 126 1
17 5 4
15 18 10
19 17 20
150 10 1
20 8 17
66 62 130
150 147 1
104 118 127
9 9 11
8 7 12
3 11 18
150 22 1
15 1 18
114 97 124
150 150 150
10 11 9
65 4 49
11 9 2
5 16 7
14 93 72
150 150 150
10 18 13
94 108 39
68 148 139
4 8 7
69 100 49
150 150 150
2 11 14
19 9 4
7 4 13
7 15 19
150 150 150
19 7 16
1 19 16
8 15 19
12 97 38
6 19 14
150 134 1
113 20 44
12 77 1
17 13 9
82 92 97
80 77 74
150 130 1
62 57 13
150 150 150
65 77 68
150 150 150
103 34 33
10 19 1
102 86 68
150 150 150
67 106 24
8 8 3
10 43 136
11 3 17
89 78 133
150 150 150
13 17 17
14 16 12
3 8 10
13 15 8
150 95 1
11 12 14
2 13 1
150 150 150
150 37 1
58 15 7
1 12 19
150 101 1
88 134 54
4 4 2
150 150 150
7 16 18
150 116 1
150 12 1
150 143 1
10 9 5
2 15 4
126 77 35
5 13 14
150 150 150
17 12 1
150 150 150
114 62 109
7 2 11
95 36 62
19 6 11
135 91 3
150 15 1
19 15 17
144 137 38
17 15 6
20 39 103
96 106 53
19 6 7
12 14 6
10 7 2
18 14 6
5 17 8
106 126 93
4 8 18
150 150 150
150 117 1
9 2 20
150 150 150
14 15 11
7 18 1
132 138 116
8 1 17
150 115 1
11 17 2
2 17 9
18 13 5
6 35 75
150 150 150
150 12 1
7 16 10
41 52 90
150 150 150
20 7 11
11 3 11
16 9 4
150 70 1
150 150 150
150 150 150
8 7 4
2 15 9
9 19 10
115 97 4
150 150 150
150 8 1
3 1 2
150 150 150
150 150 150
14 19 4
150 138 1
19 14 9
2 13 1
3 5 2
150 68 1
16 20 6
103 92 113
14 12 3
4 10 1
17 2 10
9 1 11
150 120 1
20 9 3
39 30 137
150 150 150
134 22 62
150 23 1
20 11 13
150 150 150
150 150 150
6 11 8
150 44 1
53 54 141
150 150 150
13 16 11
7 10 2
92 38 132
18 1 13
16 3 6
20 13 20
150 70 1
52 79 82
4 11 1
150 48 1
17 16 12
20 1 12
150 150 150
150 69 1
150 86 1
18 9 3
150 134 1
12 6 17
150 123 1
20 8 5
9 2 17
29 10 129
129 11 73
10 19 2
1 3 4
20 6 19
25 5 144
129 104 58
150 150 150
150 150 150
150 150 150
20 9 90
150 12 1
20 12 8
150 150 150
6 5 10
3 11 1
11 2 18
13 15 19
15 7 4
150 150 150
123 136 112
27 127 58
150 150 150
150 150 150
14 18 19
16 2 3
20 12 8
150 3 123
1 12 11
17 11 14
14 8 14
150 137 1
5 13 3
5 34 96
150 65 1
111 122 77
150 82 1
132 111 149
150 123 1
150 87 1
35 95 75
4 13 15
20 20 13
1 7 2
19 14 14
94 105 40
17 5 16
7 17 4
150 150 150
150 101 1
10 5 13
150 150 150
73 9 2
150 72 1
7 3 8
16 11 20
150 103 1
11 12 6
135 78 75
17 14 3
8 1 18
117 95 63
16 8 10
2 3 16
20 8 7
141 121 53
12 5 15
5 13 15
125 97 17
150 150 150
150 150 150
5 139 137
128 43 22
8 13 13
12 18 6
16 8 12
150 150 150
6 20 1
13 3 10
57 98 100
15 4 10
3 11 8
15 20 10
17 6 13
20 8 12
7 17 20
9 16 6
150 100 1
2 9 13
5 5 9
5 10 17
1 3 2
150 150 150
72 122 10
150 150 150
3 13 8
10 14 13
150 150 150
150 37 1
16 17 18
150 150 150
76 73 48
150 24 1
13 2 13
3 20 19
150 98 1
93 108 60
150 42 1
16 10 11
7 12 11
72 148 134
150 150 150
15 4 10
150 29 1
8 7 17
82 71 42
150 150 150
17 17 19
150 150 150
8 9 8
10 9 18
13 6 12
150 24 1
48 2 46
150 110 1
150 77 1
4 13 19
9 11 8
8 12 8
150 141 1
150 150 150
150 150 150
97 112 108
100 30 71
3 15 8
59 33 83
150 150 150
150 150 150
123 18 56
74 1 83
150 95 1
150 130 1
7 14 9
17 2 1
8 19 2
12 6 4
150 150 150
15 10 17
141 139 39
4 17 10
16 13 16
74 31 150
8 9 8
150 150 150
72 43 132
150 150 150
150 150 150
1 4 5
150 150 150
8 20 8
150 150 150
101 41 29
10 16 10
150 84 1
17 20 1
150 150 150
6 6 12
8 10 14
