11
3 273
100000000 96 100000000
76 0 100000000
100000000 0 63
0 0 100000000
78 0 84
100000000 100000000 100000000
44433898 29896958 52459740
27960275 70660762 13214326
93849510 29249406 60313304
271 100000000 100000000
90641 100000000 59279
91363 864418 547136
230 100000000 241
100000000 86738 100000000
831692 795186 927412
53 0 100000000
74 0 0
57 100000000 46
100000000 428 100000000
72255 46862 82225
297573 828535 443513
100000000 0 0
46 80 0
81 100000000 61
100000000 854 361
64888 52220 52033
677228 912625 409327
77405675 36506875 21143862
99063255 80965425 59856932
83017532 499858 31223155
93377270 28487392 33212070
39479222 64279205 45419910
47790859 30362511 85274400
97299613 64928640 91921685
80144873 13328113 59420346
43741513 53269008 18131371
0 0 0
0 0 0
0 0 0
42596458 33209782 65380366
15027393 44828028 96086282
62499714 55900505 17718613
555 826 100000000
25487 100000000 79820
298264 780443 466495
0 0 0
0 0 0
0 0 0
95632467 85026138 82817192
97384024 59749180 31102561
1984758 39153132 9536805
73028646 38674892 62855287
84427728 8965483 44513052
83259081 44830796 1497914
0 100000000 27
100000000 100000000 0
100000000 100000000 100000000
29449079 42641284 91992875
59396780 14835573 87844333
76973885 56284037 83878139
0 0 0
0 0 0
0 0 0
140 100000000 998
72481 76309 62812
631500 241645 705699
9752730 71347897 51351268
62736570 83158371 16216379
42531950 3426241 95216821
79 0 100000000
100000000 100000000 100000000
0 100000000 92
12 100000000 0
100000000 56 57
100000000 0 100000000
92 8 0
100000000 32 100000000
100000000 100000000 100000000
100000000 325 100000000
100000000 88733 49765
791904 585428 62522
85813137 89712317 79584358
38882559 49465852 90320387
97152350 36734776 87011482
100000000 100000000 921
86219 4272 34701
950101 75358 192425
24038268 14868780 48807674
51869816 18507540 46150192
38431011 18792746 1728047
21021358 60258220 917676
63524979 550949 14039312
59512282 77499668 8447757
995 431 100000000
42649 52470 1498
701210 319957 571306
90 0 15
0 100000000 100000000
0 88 0
0 100000000 0
50 37 0
37 0 38
0 0 0
0 0 0
0 0 0
962 707 444
81417 54670 35517
422298 975381 424233
57047239 62090149 4830218
10898263 20743799 69819820
52389338 34976140 98465975
65048486 68820484 76957808
20147721 78183711 48199225
42723719 34452633 29004012
896 100000000 100000000
12683 52917 100000000
339207 784960 540496
68927676 12995405 25914615
6704277 13792773 60573998
61669515 70106478 96867697
0 100000000 0
0 0 100000000
100000000 54 100000000
0 0 0
0 0 0
0 0 0
62663074 27278526 21302040
96731700 20771547 96469964
99304848 62708695 45054112
0 0 0
0 0 0
0 0 0
61852084 48445814 2612696
41382214 37894274 31989879
59833939 16804312 28709422
54505428 56285871 99768805
66521325 42351891 29812676
7761230 36472732 49308837
27703916 62394529 88933664
26911394 52503940 27128386
59634109 93726131 49486889
36420630 38703979 1632589
81831425 89145707 32162886
99184038 65353365 13407908
100000000 100000000 0
100000000 100000000 0
0 100000000 100000000
0 0 40
46 100000000 0
21 0 100000000
0 65 57
100000000 19 100000000
20 0 100000000
91 100000000 94
68 100000000 100000000
100000000 92 100000000
0 0 0
0 0 0
0 0 0
10169411 64100017 77183470
47913868 61797369 63709966
53274158 69357293 13795808
91299387 46532923 85000452
91743366 58524604 39520207
52409854 48707451 17686111
0 81 0
0 0 0
100000000 100000000 0
5074562 71714673 34884790
62037512 60894514 72198817
1578893 65563186 80782559
0 0 0
0 0 0
0 0 0
0 100000000 100000000
100000000 100000000 95
100000000 0 0
100000000 100000000 215
91217 57050 100000000
307011 814858 884218
636 77 403
47754 100000000 73191
188125 52015 412703
0 0 100000000
100000000 0 100000000
0 0 100000000
64946812 58047072 60731003
28510723 30625123 70723346
94646824 64892597 89260385
3702445 29261584 91893072
15708295 9184844 97518828
11736925 10074041 93778546
100000000 100000000 100000000
100000000 0 100000000
100000000 43 0
97079338 49008060 33633689
92292022 29820458 44436624
29630583 39158644 11308054
0 0 0
0 0 0
0 0 0
0 58 100000000
96 100000000 0
0 0 0
0 0 0
0 0 0
0 0 0
18201164 65287424 13241455
58626662 9382740 64198648
77242800 26329690 44553216
45934410 26865036 11459245
10526047 13933974 9168157
26879245 75790896 51727395
16378228 93749717 84630694
21053629 30476416 76237449
69525695 99204766 63177430
0 0 100000000
6 100000000 0
79 64 45
80 100000000 0
0 100000000 100000000
0 0 0
5 77 0
35 0 0
0 100000000 100000000
21176629 57159487 87013994
51668318 70101758 88374469
82978466 56596737 54365881
100000000 42 0
0 100000000 0
0 0 0
100000000 382 100000000
31692 100000000 21690
904353 482196 75094
19410740 63121743 52467065
60363844 41595390 14945947
49937333 19150907 85434894
26930978 77191623 87314008
67998429 9953767 20565209
1386622 49416548 58862541
48101959 62878894 72289144
45508907 27215017 41205969
712560 80001972 67702545
42072863 25007930 89025435
3931475 76876681 67346030
43154495 76288316 35621921
13 78 0
100000000 100000000 100000000
100000000 30 0
77050735 44008021 25216670
2327108 70835305 66336049
93916829 87267583 91553424
52467026 64283455 74285193
69187992 2168256 9261116
1263462 96148908 30713282
15 100000000 0
83 0 100000000
0 100000000 0
40107935 6816119 11759227
32817083 29981932 4359261
41358891 86969157 63202993
0 100000000 100000000
100000000 0 100000000
0 56 100000000
100000000 268 100000000
1670 45315 86900
530760 249402 390520
98652659 8321306 93906755
65944251 11217134 64484367
43918991 60883154 66234836
0 0 89
49 100000000 42
95 100000000 100000000
0 0 0
0 0 0
0 0 0
45293434 79251164 91662667
35165560 45800778 39679455
45216596 66476197 33402430
100000000 547 100000000
97486 25210 18682
931070 857118 870699
69383270 72874352 74166802
2065501 56321985 31892328
82758132 15422127 24420547
100000000 39 0
0 0 100000000
30 100000000 100000000
0 29 100000000
100000000 0 0
0 35 89
64621675 18382119 77567637
55912201 14404232 70315702
2870194 3132801 77633341
0 100000000 57
0 100000000 0
100000000 97 0
70 100000000 100000000
99 100000000 0
100000000 100000000 89
0 0 0
0 0 0
0 0 0
27617002 83792136 39055568
32769907 22334661 65936936
54871615 62732248 51856382
13819006 19468163 62713821
19528874 82241777 16056515
70751465 72903905 31259037
28258524 17774470 22582982
26409831 25475102 86183712
59144714 37623226 99482089
99688673 81557257 92232086
21259758 18622124 50523621
25830028 13544470 59253510
100000000 22 0
100000000 76 6
100000000 54 100000000
61594144 83194575 47638285
85454813 92001562 33864030
70142886 14304111 15039898
0 0 0
0 0 0
0 0 0
456 562 100000000
76561 34480 99795
375885 965100 475973
95761588 69264765 59402676
91934179 18203619 38320656
61547152 95772314 62865119
100000000 0 62
100000000 0 32
12 100000000 100000000
31 206 178
100000000 48989 100000000
813951 448341 747026
0 100000000 77
0 0 27
0 0 0
53 100000000 19
3 100000000 100000000
83 0 0
100000000 482 200
25390 28958 100000000
471341 870060 992732
100000000 926 100000000
100000000 7064 40670
460644 98087 331812
100000000 67 0
0 4 90
54 100000000 0
0 0 0
0 0 0
0 0 0
100000000 0 0
8 0 100000000
0 100000000 24
85126029 34280033 56583591
77250518 83880649 83484479
83367845 27061841 98904294
7969018 40018876 37885412
36840486 72906599 39154828
79982203 83809702 61039339
100000000 100000000 0
100000000 100000000 100000000
0 100000000 73
11091330 54953591 3883196
8735784 87234065 78451763
46529187 29927057 44712683
100000000 100000000 100000000
94436 100000000 100000000
845151 43051 461631
34171866 42096950 36738191
36694026 5310049 20923020
62291080 34273011 4139350
89067336 69390426 11741309
56417556 20182516 30503628
14434798 41915165 835670
10310798 49620876 50573063
57512754 41302224 64227720
20229671 99678354 89645711
100000000 0 15
86 100000000 100000000
0 0 0
72393968 45133551 43062050
72977259 81528898 82487583
94203056 89382515 25866712
75 100000000 100000000
94625 50949 100000000
202026 416813 538466
0 0 15
56 70 100000000
0 6 100000000
66348849 17356441 3961396
89383664 31636794 5667342
47682038 91072320 6697519
38955939 59669340 77463879
68485091 73012052 90139310
77777692 27070613 92184800
24822475 34616411 66515360
26215919 33668316 90841293
24910288 92119842 44200902
0 0 84
100000000 0 0
49 100000000 0
27292207 3457873 86878614
38855500 72177445 6329000
71275371 34970796 11872861
0 0 0
0 0 0
0 0 0
0 100000000 0
54 100000000 32
0 0 100000000
100000000 100000000 0
86 15 0
100000000 100000000 0
67 0 100000000
23 56 0
0 0 0
41137494 83681132 84934511
7891981 61874542 84405668
67712289 33070682 336594
95 95 0
100000000 0 100000000
97 100000000 100000000
91 98 100000000
0 0 100000000
75 100000000 100000000
93140755 86128397 58387850
78813644 78540845 97389288
42551285 34010294 79228598
100000000 100000000 100000000
100000000 100000000 40879
779930 940755 807358
71 84 97
100000000 100000000 14
0 54 0
100000000 535 494
47649 40789 81824
70916 928552 40256
308 100000000 100000000
55727 63349 100000000
42548 598155 235674
0 39 0
100000000 100000000 0
100000000 100000000 100000000
52617803 23378293 80130353
39007694 75629250 43525385
86701388 5180331 32847769
615 991 814
24204 81919 71044
391185 20852 112170
100000000 100000000 34
54 100000000 0
0 30 0
0 0 75
29 0 100000000
86 100000000 0
100000000 20 158
29803 100000000 100000000
726285 780605 883525
75571117 50100886 45679755
60332885 67017234 75341989
93899898 38039480 65072130
37 100000000 100000000
50 100000000 100000000
16 72 0
62343850 13992462 54502634
5192431 96624606 83757842
38202070 48670766 87554356
6 100000000 705
12070 9612 100000000
768723 559195 298692
0 0 0
100000000 100000000 1
100000000 0 0
77497938 42570837 76023076
49568970 34495477 57056042
44410852 42391591 18858614
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
13726536 3252434 11658049
81286114 47710816 91080353
18600498 56611206 7535302
15862820 91306532 54483229
75358567 43624476 93660074
47386741 94663429 49831888
0 0 100000000
100000000 0 100000000
16 100000000 91
100000000 386 100000000
56650 48241 100000000
343576 657915 231738
100000000 27 0
41 0 100000000
100000000 55 0
31662981 27361162 98132240
90123559 75961975 6489566
15606080 26432500 60743614
76647872 86194959 10258005
99673375 9370446 20377670
52678118 50770228 90346674
100000000 4 52
100000000 0 0
100000000 100000000 13
60233416 20603253 197037
75270818 31102080 54537020
28115802 29045411 49184823
54 100000000 100000000
45 100000000 0
100000000 6 93
100000000 100000000 100000000
100000000 0 7
100000000 100000000 2
0 76 0
0 0 0
0 100000000 100000000
826513 92979369 67813767
10083470 2193128 38529488
97974473 98061731 14038719
100000000 100000000 100000000
89689 100000000 100000000
265826 601990 954057
14158065 29713826 27083662
51069857 30635760 11340812
56474711 27852267 45588934
100000000 0 0
0 17 100000000
0 0 13
73828521 11446422 81922663
9629129 32710235 33149936
14361999 10991466 98385351
95 6 100000000
100000000 86 29
100000000 17 100000000
100000000 12 0
50 48 0
22 0 0
15771606 13677253 85050273
86267494 42903364 30563511
97499647 34045426 7364394
21197200 72718661 3597038
84436972 97191236 6478109
75653337 25313987 18828077
88 95 100000000
0 100000000 100000000
100000000 0 100000000
93223795 45821717 57163554
25498156 99354977 62570450
92241584 87858777 1190616
90050297 10982242 88480039
1516737 4440353 88047596
84527868 37971041 66744282
100000000 441 305
100000000 3393 7965
653155 96585 87314
38 68 4
4 100000000 100000000
87 100000000 14
100000000 100000000 100000000
100000000 65377 74235
283178 639890 649127
100000000 0 37
0 0 4
74 0 85
100000000 100000000 0
0 0 0
13 100000000 100000000
100000000 592 948
92495 24102 60120
775772 148730 431864
12468617 45543458 24756829
72935239 30936334 54385506
916383 3945184 13792896
0 0 0
100000000 10 100000000
0 0 0
23 100000000 0
0 100000000 22
100000000 100000000 85
0 67 39
100000000 100000000 100000000
0 72 0
10 266
100000000 100000000 4453784 8501966 100000000 278 59960 768 100000000 38
2 17 77 0 73 100000000 100000000 100000000 57 0
96 100000000 38 31 65 0 100000000 30 0 0
32 76 100000000 100000000 100000000 0 100000000 0 100000000 100000000
99713124 44047322 518708 37222287 70633019 85438646 72862686 14556037 82153926 10122440
78006329 30071058 68286415 53748875 66620007 84854382 37289838 40312916 36171950 1614690
24228920 55566922 62772155 94605373 53205550 46321959 67466158 52332879 70078123 82656948
100000000 0 0 100000000 0 100000000 100000000 0 0 100000000
0 0 0 0 66 100000000 100000000 100000000 78 74
41 96 100000000 47 0 100000000 23 3 100000000 37
100000000 0 78 0 33 36 100000000 100000000 100000000 100000000
53 0 0 100000000 89 62 18 17 23 0
0 14 95 0 100000000 14 0 100 46 100000000
67284308 32100080 88280250 30823199 60796173 6119695 88391469 78906822 59894708 77997938
43051624 1908932 92557489 34707435 79321700 60954182 61795825 95148212 85845393 15954160
4072082 11306317 23324104 64618131 32788745 58944294 64730807 90949557 39306097 50581245
4376389 9146879 5013942 12338525 84134088 9003940 6316911 87767818 371776 71367388
61222004 9105652 57133616 2469068 12803026 69630491 54454727 51596919 45087896 83857710
5590945 21490409 94551087 96413084 26831132 34230451 42302160 25605822 37631481 82964011
100000000 64 23 0 100000000 36 64 0 100000000 62
23 65 0 0 0 0 0 80 41 0
0 100000000 0 0 8 3 100000000 100000000 18 61
0 90 57 0 0 42 0 100000000 0 100000000
0 46 100000000 0 0 100000000 100000000 14 0 7
0 100000000 8 100000000 0 0 0 65 100000000 60
100000000 100000000 0 74 69 100000000 100000000 0 0 100000000
0 92 43 0 0 100000000 88 100000000 100000000 63
69 0 100000000 40 0 8 100000000 93 0 33
100000000 13 39 100000000 70 100000000 0 100000000 0 0
97 100000000 100000000 100000000 0 35 0 84 0 100000000
100000000 0 100000000 100000000 100000000 100 100000000 0 72 0
532 100000000 100000000 100000000 100000000 100000000 240 100000000 215 634
44832 49355 2616 100000000 64165 65202 39921 78379 61568 100000000
783262 136760 620169 341832 748458 436165 517855 111706 329584 515642
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
48666881 84821507 54947007 38060123 72463865 83262838 24898341 86965961 67589528 25180354
12952614 8535646 97004498 8274974 38468975 47003718 66647531 86564749 7513982 90455524
20100518 68311731 43477591 12123450 2472216 44010001 30722366 72304109 70554091 91336103
52794987 53344724 45290889 89093865 86607111 78845263 83682679 75784951 36723562 72418430
21074588 3387002 34970402 73031585 89316574 8241032 2803357 73107173 54827141 32396596
34860471 99704395 65874313 29222851 14041207 11372331 24100106 41003491 30341103 30290011
87151071 79032624 82013738 62739334 17535139 53808214 2468670 16843005 98540507 51794563
81410025 82095118 31592802 33743411 53754468 80740662 94502972 76307648 67835508 99268083
90727482 1836211 73963308 67578694 80652384 8493670 21418378 44185011 52066148 82583542
55 100000000 0 52 66 0 100000000 6 100000000 100000000
100000000 100000000 14 100000000 100000000 33 100000000 12 0 8
100000000 100000000 28 0 0 0 0 67 0 100000000
74060569 23894944 70174840 551081 11595185 46599336 76858833 63654606 19011572 89701901
81042982 97669193 43209020 13145294 30524727 39812330 13982010 80677228 96111401 84003903
64303400 55011131 97189979 74040648 24858843 210475 20733679 96480955 22225707 40343519
70545314 53050892 24311727 14543240 73707198 43246104 97708968 82378623 99296508 66738761
54589849 8664133 69726565 58049275 45538278 25865351 9220006 79347965 1532131 7210474
74504431 13940584 6674816 10032200 72292756 42678569 26489803 42333178 54047799 16752077
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 54 100000000 33 0 100000000 28 100000000 0 23
96 100000000 0 10 64 0 44 100000000 6 0
100000000 0 100000000 0 0 100000000 36 65 77 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 63 0 100000000 100000000 9 100000000 77 11 100000000
100000000 0 40 100000000 100000000 100000000 100000000 41 38 32
54 100000000 100000000 0 100000000 9 100000000 0 100000000 0
61747903 86156499 19373872 94436405 66770247 34490151 85580631 48337118 38361888 35178781
13962989 4682246 37948865 53383736 2599924 92546612 87139663 808350 30587529 13585192
22365608 68708778 12107268 82581538 89835187 10082210 22729675 17104854 60677805 60281940
93 79 0 100000000 0 100000000 0 2 100000000 100000000
100000000 100000000 0 0 100000000 34 100000000 100000000 100000000 61
100000000 0 100000000 0 68 0 0 0 100000000 0
17703551 76329435 62083184 43629622 51758184 68251445 67862259 51236821 98387528 84429041
51744421 45553593 42055944 35028473 86491597 97472446 74974061 66791604 55567174 49436762
12050441 16724156 20013138 81900860 13396808 82580714 64426571 70119072 86914557 94531263
69 0 100000000 100000000 0 0 59 100000000 0 100000000
21 62 0 0 58 0 0 79 0 93
100000000 64 100000000 100000000 0 100000000 100000000 0 88 0
86755171 48604183 41480678 70612571 65450196 32424297 78817011 87800924 12852534 83140667
71830352 58452641 76145617 42964339 62152694 69893156 10709780 63398830 35012897 82458882
72492424 11339063 60860227 84897512 57006406 95583620 91648325 34446074 7955272 60262493
100000000 0 0 100000000 0 0 79 100000000 0 0
0 100000000 40 86 0 65 100000000 48 73 41
0 100000000 100000000 0 6 0 93 100000000 0 100000000
6 0 100000000 0 0 0 87 100000000 100000000 0
7 100000000 39 0 0 100 0 36 100000000 100000000
0 0 0 100000000 100000000 8 0 82 100000000 0
58289387 77158531 295749 38738380 1518687 28976193 35714178 26099109 61621965 70535190
64540403 4206657 56189936 40638086 81604945 98006819 32175099 15515121 25182302 12495808
18901870 10967748 60052362 39056783 55010358 91379144 60465444 9025326 67448814 64625871
7479663 59519762 21133466 82312656 96806879 37068351 39979830 88266768 29785482 5616160
77783522 32967572 50149272 32406680 45571838 37510004 40259863 76580766 6421640 50058372
90752795 67291506 61668617 90635704 83257234 17694436 91240222 60492531 46512830 40065882
60440966 39539813 70792981 18286353 30079525 79943251 38557003 63992789 39611832 4018857
81756138 48714401 47468270 16780398 14500261 55741098 84791095 21742958 27578894 61399534
4679082 710584 31127199 5143404 21412381 92586062 38462894 75858006 60142741 49817441
100000000 100000000 781 100000000 100000000 100000000 859 836 100000000 317
100000000 10315 77076 100000000 70915 69565 39896 36273 15057 41658
488401 746851 846179 415419 949919 693255 565705 424131 472209 87015
100000000 100000000 97 0 100000000 100000000 0 0 0 100000000
0 73 0 0 100000000 0 37 4 79 74
100000000 90 100000000 100000000 39 45 16 89 0 0
3313307 85983948 326259 9771205 63506977 14695437 70215277 11087091 62853416 64727960
90103188 44084734 22859783 90707175 97124681 35095272 80479186 88206159 40850581 65909289
77426446 41009982 78494859 98441611 76382553 42936128 74212008 6892799 99613328 34269440
100000000 94 0 100000000 32 16 0 34 0 0
98 100000000 100000000 0 75 100000000 100000000 98 93 100000000
0 37 0 88 100000000 60 46 0 100000000 0
100000000 189 488 471 441 100000000 570 100000000 100000000 334
93430 5743 76225 100000000 100000000 91656 100000000 68677 18309 5509
30532 914384 531759 229318 827269 993880 432488 752088 272587 583810
0 100000000 100000000 0 39 0 100000000 100000000 100000000 68
0 81 100000000 100 0 0 100000000 0 100000000 17
0 97 0 0 76 0 100000000 0 77 100000000
100000000 85 0 0 15 0 100000000 0 12 0
100000000 0 0 100000000 0 0 50 17 34 71
100000000 100000000 100000000 100000000 0 43 100000000 0 100000000 94
6463988 15543733 61650746 86441986 99030641 2718543 22979973 61187237 29999490 63587490
34923912 11503046 80434526 62522721 47361418 42070135 87239059 9948772 17291547 9936133
40371728 97029512 96015131 79654648 92025908 19839205 79568173 11548930 24495924 70333873
0 49 0 78 25 74 0 100000000 100000000 100000000
0 100000000 100000000 0 100000000 0 9 0 39 0
0 64 59 84 100000000 43 35 12 100000000 0
31196173 10744378 79587250 79061199 19159841 58108830 90782870 81855234 74617582 30742719
6719534 55878892 42575694 38983062 17194078 97387214 93211504 96844324 98234321 49981571
17301214 17473901 16194726 84815994 46675625 56959326 52726564 9306630 12335510 6818063
100000000 100000000 100000000 100000000 100000000 100000000 100000000 734 100000000 999
100000000 100000000 100000000 28207 100000000 1769 99027 100000000 8625 100000000
92563 546493 542442 17123 998618 37689 417968 826 142320 477912
86536390 74567803 30109284 52709055 30479016 70951152 37159097 38444926 11726382 47195850
77011916 28038962 98677622 19767930 16193874 11664913 75086772 97718564 72190052 57831279
9307109 83349509 84748552 59170376 29102695 56439648 1386475 35603220 34679710 19804104
397 100000000 353 748 100000000 737 100000000 809 100000000 184
72578 100000000 84604 100000000 53198 40177 95439 12221 100000000 45247
695301 382406 679515 359876 491698 881624 725621 345282 287787 587868
80256231 70383643 72548985 21950015 27641181 6745584 30881957 78139253 80648014 68176550
54022138 83210769 79968477 5050933 691661 96586348 62641333 22799433 96678104 87301964
7607430 48651978 76612354 14583412 78017135 32134646 94451815 60788480 18766693 57060356
0 0 100000000 100000000 89 0 0 0 64 100000000
0 100000000 100000000 46 100000000 100000000 100000000 0 100000000 100000000
0 0 100000000 100000000 100000000 0 100000000 84 56 100000000
85849849 37009926 77250444 35998982 47880429 9938452 97305640 93794628 33136303 6874688
44678654 48021390 86534200 7436313 89548976 70511717 86671086 46160945 41550786 92786466
51901048 77595296 54409371 32912099 29051729 62641618 41921730 79708345 47981196 92035735
100000000 164 391 100000000 100000000 100000000 100000000 582 285 100000000
20407 94643 11352 38514 92332 91679 60033 88586 67229 61213
384830 630723 23882 631420 53503 73360 935477 990779 382210 222563
272 198 667 100000000 100000000 100000000 378 152 100000000 148
100000000 100000000 100000000 77133 100000000 70932 88018 100000000 100000000 4047
36894 240495 604389 494141 485036 531463 220556 471530 795931 321369
0 100000000 0 11 96 100000000 100000000 0 0 41
0 100000000 0 0 100000000 0 0 100000000 100000000 100000000
100000000 100000000 100000000 100000000 51 100000000 100000000 0 61 100000000
100000000 69 0 0 0 0 0 40 0 100000000
100000000 69 100000000 55 100000000 0 100000000 33 100000000 0
0 18 0 20 0 0 91 48 0 0
0 100000000 30 0 100000000 36 0 0 58 27
0 0 0 14 26 0 0 100000000 0 0
0 0 0 0 65 67 0 0 100000000 49
71656386 17802122 73613894 77734002 95320445 17765173 70968928 54572216 97440223 62089990
95462632 72924020 4267860 39379700 55234093 14416543 46226971 12727178 15598749 29134271
48881461 71106207 96558017 40643817 86719715 38224539 23856243 79087437 864875 65762417
100000000 7 100000000 53 0 100000000 0 79 100000000 0
100000000 79 0 0 100000000 0 0 0 0 0
0 100000000 91 100000000 100000000 100000000 0 26 100000000 100000000
100000000 100000000 0 0 100000000 69 100000000 100000000 0 0
71 0 100000000 0 1 48 66 0 0 100000000
100000000 69 100000000 100000000 82 0 18 2 0 87
47932599 61630197 2242293 52448205 62808387 75538956 57105033 41377769 66893423 71234857
62210187 75489587 25088713 67346576 76866982 66338953 81995301 18885819 85934684 46046191
62862826 28885760 44572277 67909400 16638309 8203644 42239951 58148617 36344126 26909103
91013961 27256470 83461974 29148749 60380846 7561388 91179410 69262688 91355270 31058134
98334770 68882091 84618221 71572676 8844347 73463172 74673870 4638759 2520728 76020370
93886316 62145707 73825106 90772500 41792995 44510631 22213674 95893040 73403949 15171842
17483349 96925494 90897880 39441233 92501117 77600413 93850175 52760854 96479462 46300457
87767521 56118040 33879130 84365211 30223756 36988535 19172694 13627508 86763823 46016818
84468626 42288720 35457302 39426103 50611832 48965469 79974957 65420034 41019573 85810871
8 43 22 100000000 0 14 100000000 0 28 0
0 0 0 0 18 7 50 19 0 81
0 72 91 0 0 0 57 52 100000000 37
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
48759828 16986138 46176555 22161447 81946001 3585204 88404059 64236816 88442121 15220322
86618920 37268594 26309054 51915135 47759121 18907694 15577402 57843053 48867166 95514781
49056133 49286205 65544678 62909903 86095161 22510094 88494383 50771691 46403678 42941515
38612667 59992130 64152707 49606252 17207243 79421443 68034573 34367691 37813689 66158217
